traceID,nginx-web-server,home-timeline-service,post-storage-service
01f119bd81eb01e9,6062.0,251.0,2038.0
01f863bc0644be7d,3294.0,382.0,427.0
01fbd2e2e6b3d77b,46320.0,2181.0,6061.0
01ff5ddaf79b9e67,19613.0,3278.0,2353.0
0201c9c83633309f,9346.0,2211.0,1959.0
0204d1d61ff4866a,11524.0,435.0,2489.0
020aa96247d5cc10,41145.0,5480.0,4906.0
02106f835919c52a,21921.0,665.0,839.0
0212fdf5097977d5,49300.0,,
0214877bd3b32893,6526.0,1492.0,7309.0
021c8b9206936cc3,17956.0,525.0,652.0
021ee5382d8f8a25,22848.0,1483.0,20732.0
022c304845eb048c,6410.0,307.0,870.0
022d508d91b6e5a8,4648.0,1047.0,1642.0
023a8cb8e75f014b,4022.0,3266.0,692.0
023be12e4cfe8a49,83395.0,775.0,960.0
023e895b33880514,14857.0,,4879.0
024df6097caf6111,22742.0,3527.0,3933.0
0258d0496f9beab2,8475.0,,
0262125b1376c2bd,14964.0,1549.0,3104.0
02681ca1a89cc61a,11432.0,602.0,889.0
02700acd52b60e64,6813.0,705.0,968.0
0271a8436ab3d73c,18384.0,1526.0,4402.0
027c9796d037687b,20231.0,572.0,792.0
0284606f61ae7bda,7163.0,4877.0,2355.0
028878c386d08adb,3683.0,409.0,535.0
0296be76238004a5,4984.0,418.0,864.0
0297e07912ef7d84,13308.0,535.0,710.0
029e97a58c30af6f,8262.0,,
029fd93ee06f6588,29345.0,1727.0,2256.0
02a015d9b62f63fc,17157.0,,
02a21938f0afbbe2,5470.0,412.0,1438.0
02ab385870a3a1a8,10159.0,941.0,1872.0
02aff5e384b9d1ce,4713.0,285.0,843.0
02b13ed6435bd54f,11327.0,1572.0,
02b23fcb5901520f,60366.0,2740.0,661.0
02b7c8f417ef64ed,9984.0,1417.0,1660.0
02b830641a8631fc,6148.0,1105.0,3716.0
02cb81c30a388876,9894.0,2345.0,675.0
02cbea6e909a631e,6625.0,,
02db4896f1f12620,4833.0,421.0,707.0
02dd1d49ff42021d,5273.0,520.0,639.0
02e0949bb6eea48a,14943.0,,
02e0c51efd7ec515,12445.0,416.0,940.0
02e334a2f7fef06d,25987.0,1159.0,2806.0
02e546f44e1d95e6,7638.0,751.0,606.0
02e5cfcf2467cabd,22179.0,1174.0,1535.0
02e6a95151db59ce,102985.0,1471.0,1430.0
02ea4ed115cb752e,7889.0,3785.0,684.0
02eeb4f8cbbe9b48,59905.0,763.0,2491.0
02f0d75ce2d520c0,6442.0,594.0,935.0
02f609148151907c,8197.0,469.0,1597.0
02fcff9c8f86acb6,47695.0,1294.0,8892.0
02fdec6be367a03c,9005.0,2866.0,1636.0
030cff8c878c5559,10032.0,813.0,1650.0
030dd0a3804ac9db,10849.0,3376.0,2380.0
03102b5020aa432d,12431.0,1848.0,1279.0
031d308161816740,8496.0,,
0329aa71f4f81218,47500.0,,
032b087b266deaf6,9549.0,255.0,949.0
032ee7b6e87b8074,18259.0,,
0359d462d44dd206,5785.0,613.0,2020.0
0362bf36df934e9a,6515.0,945.0,898.0
0364494bf5df3352,7540.0,3990.0,801.0
0369bf116e0571ef,9508.0,5872.0,
036b6f1d6cedb34e,7552.0,2581.0,1715.0
036ca72044ee729d,6014.0,659.0,2194.0
036d549d893aab95,6889.0,1266.0,27030.0
036fc41d970c3060,7782.0,394.0,835.0
037905bcf150e4d2,5053.0,566.0,1043.0
0379d030b4beaaff,41088.0,2110.0,3729.0
037b54ec17c8de6d,37446.0,3827.0,3333.0
0381f4e6184430ee,5953.0,480.0,964.0
03823860eb44a3a6,31653.0,7160.0,11220.0
0385d39235c1128c,11924.0,1408.0,6712.0
038fdb40350e9d17,9939.0,756.0,835.0
039048c20f104f56,42766.0,4706.0,
039adc714546d300,7952.0,1684.0,4708.0
039f53ab141dec43,11790.0,1066.0,2601.0
03b5291213c29592,11289.0,2561.0,
03b9f0582760166f,20756.0,2107.0,2933.0
03c216c517b1e965,6855.0,874.0,1247.0
03c59fab9dd62e28,4525.0,1218.0,2369.0
03cb34ee7af36acc,6187.0,2524.0,6508.0
03cd0981ded618f1,8982.0,679.0,14458.0
03da18b208e8537a,8217.0,653.0,2130.0
03dd2982747a4193,6506.0,,1201.0
03ebb61147876e32,9983.0,1584.0,2773.0
03f182ece9dbcdd4,8421.0,,
03f648d4b15ccada,48467.0,,5437.0
03fb5092d44b2a97,9958.0,1450.0,
04045f24f997ded9,38884.0,1633.0,1288.0
040e427966c8cd32,11406.0,7509.0,1204.0
0411c7763a9dbc06,9751.0,291.0,27368.0
0412d38fc742d061,14342.0,2352.0,970.0
0415865f40fd6ce3,5556.0,580.0,850.0
04177d39a48757cd,42506.0,,
041c349094c5d07e,45242.0,6130.0,2942.0
041c63165c798ec1,88677.0,2122.0,6762.0
042b5e178d0891b9,58860.0,,
04341d834ef6f021,39327.0,991.0,1028.0
0436ea22c935df57,9225.0,2035.0,1349.0
043e7971283530a8,6249.0,519.0,1194.0
0443ce6a9c4948d2,46151.0,2146.0,1604.0
0458fcb19ea41493,33613.0,1039.0,1288.0
045e128a71b2d5d4,6207.0,420.0,4643.0
046099606d4987c2,10708.0,925.0,1347.0
04639c4810af9822,12082.0,1056.0,28735.0
0463e7cad7aa681d,47443.0,3566.0,8920.0
046a57dc3457036e,48800.0,531.0,705.0
046cf142760614c8,8441.0,929.0,4085.0
0481153cee087219,7767.0,2675.0,6917.0
048b7f9a462c5add,13132.0,1915.0,3782.0
048dd89b77267ac3,8746.0,1093.0,3384.0
048fe778b572b1e3,9256.0,1798.0,867.0
0495719c9fea1c6e,6010.0,443.0,1671.0
049605a7bde213d5,62761.0,10119.0,5689.0
0497a665e58f6cd7,5980.0,2150.0,
049da1faceefc896,19205.0,4070.0,4710.0
049ff20f40ebce51,55526.0,1379.0,
04aa57e5942b8ad6,8571.0,2362.0,
04ac6400c85eb8bb,10163.0,,
04b255899e92660c,111970.0,4515.0,3148.0
04b57cf7f71da8d0,3880.0,383.0,1597.0
04bbf19e2245590f,11207.0,1531.0,3773.0
04bc1e66cb3d9e0f,10362.0,1413.0,5008.0
04c20d2d9419ad97,15019.0,366.0,30728.0
04c29b2b869d78f7,33647.0,3667.0,6348.0
04c4751a7757db11,4527.0,2426.0,2049.0
04d75d4cb261ec05,5970.0,488.0,2428.0
04e485b6d78233d2,6021.0,433.0,917.0
04f13c3a6d389220,9240.0,2241.0,756.0
04f958ac7a9c79a2,4418.0,1094.0,934.0
04fbf2aa938e7df5,7125.0,1059.0,2202.0
0503984bcf83ec5d,16598.0,,
0505385772ef7451,43232.0,1480.0,5694.0
05092fecea997f43,13981.0,3380.0,
052b7c8bdca11e35,6257.0,371.0,2635.0
05353d0cb5327705,14334.0,965.0,2598.0
053c3ed1fc6f74e9,7988.0,10725.0,
054006661f1d3a9f,11895.0,2412.0,1035.0
05494807136723f6,23453.0,,
054a4d3b373e9eac,13754.0,3587.0,5039.0
054cbb8c781cf570,51956.0,1012.0,2625.0
05583cc617fe493f,10280.0,,
055e8e2386515662,5110.0,434.0,779.0
0572ceee672d9b92,22262.0,1257.0,3160.0
05742103e344c093,18989.0,1024.0,7939.0
05796aa7c15744ea,8402.0,741.0,9165.0
0581cc929acc9b04,9342.0,1205.0,1971.0
0584f2d953f17fd9,4946.0,4131.0,
058e70e61c2a34d1,18284.0,287.0,633.0
0595e2e42d9ebb41,9437.0,7274.0,
059cf68adac8d4c6,7545.0,4839.0,
05a48d531a8caabe,9785.0,,
05a7f39a2bb495e8,7267.0,11090.0,
05b3a4b936cfc785,54503.0,1055.0,741.0
05b5b35935ab82f4,18109.0,,
05c1ca34487929fd,4031.0,965.0,1660.0
05dc11b919659be7,5743.0,665.0,984.0
05e4300d1e613576,7561.0,634.0,686.0
05e4a8c04cb15254,38189.0,358.0,1384.0
05fafc400e986276,7907.0,703.0,4335.0
060c487f5143c9b9,4128.0,1890.0,2133.0
060eb25692786f3a,9248.0,1353.0,2952.0
06108ba223d555cf,3755.0,1054.0,685.0
0613685d339c92c3,3645.0,328.0,734.0
061ff3e1f353cad0,19191.0,3414.0,776.0
06238af5f8e4341c,12303.0,413.0,28262.0
0624716e13fe48c4,19984.0,,
062af2895aa40eec,8013.0,344.0,1006.0
0632d92f110d56a4,17160.0,1729.0,2271.0
063368f91a89139f,42960.0,,
06388b362d530c82,8487.0,,
0638f65e17a3f9fe,47225.0,2695.0,1342.0
06455a2cae835b37,9922.0,836.0,2731.0
065908a6939665ce,8806.0,1131.0,2644.0
065a075fa7490c3b,16959.0,972.0,1414.0
066024eca3fe30fb,7757.0,615.0,1024.0
066195fbbe965088,7830.0,600.0,3173.0
0665ece02f6f6bd2,5456.0,2423.0,
06663cdcda26c836,10328.0,4808.0,1866.0
06679133673655cb,5877.0,1702.0,1774.0
0668cdd6f0cd4ed3,28560.0,1696.0,
066e96aaf05efa6c,5483.0,408.0,795.0
0671092ed167f5a9,4769.0,2256.0,1918.0
067b29e9e202e7c9,7749.0,949.0,3556.0
067e45943806e493,10217.0,791.0,1046.0
0683651ddf2e790a,8560.0,1544.0,828.0
068795379e937db8,8681.0,5119.0,1538.0
0687b0e90a012897,90080.0,2659.0,4176.0
068bc25cf381dbba,22723.0,369.0,621.0
0693fdfb0da81368,8256.0,3241.0,3278.0
06a4a5c4ad8e9d03,50276.0,352.0,1284.0
06a76cb450a7c72b,61298.0,614.0,1547.0
06a9dfe5ec98db27,7018.0,1130.0,1606.0
06b461392648333e,23046.0,1137.0,3357.0
06bb1891ecd59b80,6682.0,381.0,42469.0
06bb7911aa79178a,17715.0,4832.0,3353.0
06bc2e475cd81ad6,25995.0,1887.0,3368.0
06c0fbaa339c639b,26898.0,15365.0,16760.0
06c9d3bc58be48b6,7742.0,1498.0,3085.0
06d50530b5ecd37a,16136.0,511.0,1557.0
06e0c7ec50e56df8,16742.0,4485.0,
06e4d74ef5096f63,3321.0,533.0,1790.0
06e8ae23c4a8773d,33078.0,1822.0,3342.0
06ea11eb6489e8f9,10752.0,3309.0,
06efec2882f0f185,6428.0,471.0,961.0
06fa798def31f21e,31069.0,1866.0,3711.0
06fb4c7f0adf10d7,10150.0,374.0,42409.0
070053b588b04a7d,13945.0,1358.0,17421.0
0702251b5cb91073,11412.0,3522.0,829.0
07073c41d05b4192,4717.0,331.0,844.0
070d632540f74860,3129.0,915.0,420.0
07200222b3a97071,14913.0,4111.0,41876.0
0725ef5f9ae770bb,17895.0,2145.0,3650.0
072934d667af6f57,10334.0,3352.0,625.0
072b737cfd646d22,14083.0,815.0,1622.0
072bdf801a436698,11094.0,3962.0,1236.0
073bc407be223055,10398.0,1498.0,2995.0
07405b1d19013845,47629.0,418.0,5405.0
07433c50fe5591e4,8492.0,2258.0,898.0
0745210dbababaea,5957.0,1176.0,5560.0
0746bfd619c7d527,10262.0,3206.0,1313.0
07482274a659c2b2,7900.0,623.0,2878.0
074cea68fd28f939,12305.0,779.0,880.0
074d79202c54e6bc,73149.0,2166.0,3005.0
07576d510f6e9a46,8360.0,1461.0,1010.0
075c34653e4ae742,7195.0,,
075fbb9fce8eecfa,4764.0,1353.0,1168.0
076b3260398485bd,6432.0,468.0,1446.0
076c12d5a1b8ccb8,17268.0,2440.0,5451.0
076ed6af320940de,56652.0,2545.0,620.0
07754a549a43aca3,6266.0,1354.0,1810.0
07846ec3812634c2,41335.0,880.0,1007.0
07854dcdf79b0642,8784.0,874.0,1408.0
07862a0bd60abd26,10638.0,364.0,774.0
078e6919965216aa,7498.0,660.0,2683.0
079cdb8ec98a2f3b,26309.0,2257.0,3186.0
07a1c3658423e2ac,7147.0,,
07a3d200626e0597,7485.0,2202.0,3582.0
07a7fe48ccc710b4,11546.0,732.0,1278.0
07a97b2a39037700,86691.0,3411.0,7447.0
07aa4dd8142183c6,4326.0,699.0,2085.0
07b23d7edb9ecec7,11711.0,460.0,561.0
07b4cb42c62ecdea,7303.0,1679.0,
07ba1613d2cfe7b0,13514.0,659.0,1850.0
07ccd715a5e350a0,7603.0,1795.0,1181.0
07e273f16c011bd3,42266.0,536.0,3720.0
07e300e0eda929cb,13446.0,,
07ef49b0b23b9a4a,8850.0,244.0,751.0
07efb3157b82c645,3792.0,1552.0,1052.0
07f8fafff0ea00d8,14271.0,427.0,1332.0
0801827c34573f6c,7455.0,5586.0,
081bd47d8fae357f,5104.0,1098.0,791.0
081d0a6bc00e80cc,55797.0,2723.0,10922.0
08246a75250ccf21,15452.0,,
0824b7b06b9be5b3,18294.0,3000.0,1432.0
0829b81ab5d632b3,15826.0,1635.0,1810.0
082a2b6e907f9f56,8670.0,847.0,795.0
082d9b4b443c7372,14383.0,,
0831c130578d1cc3,11522.0,1548.0,3423.0
083edc9df922eee2,60051.0,4773.0,25257.0
084a08eaa47d1a86,7215.0,1033.0,1029.0
084d26f3a431182d,11000.0,733.0,1109.0
08536c72b406e165,11081.0,1876.0,1486.0
086330727e34424b,6255.0,1142.0,1642.0
086540cc7dffd665,9558.0,4756.0,1095.0
0872a7b1fe79a8ff,9343.0,,
087e3eb00ae2bf5a,4529.0,571.0,751.0
08822af4551fac9f,37383.0,1976.0,3410.0
0882911bdd04a9de,12930.0,2245.0,2007.0
088da494534dba5a,3854.0,633.0,4418.0
08927990575c4664,15197.0,2882.0,2270.0
089b6193945e8ebc,17677.0,2421.0,
089cd7fc52b7435f,3786.0,381.0,1364.0
089e628c76b36ed5,7528.0,2815.0,2972.0
08a1872b6696e30d,9103.0,585.0,1056.0
08a894c6b667f2d7,19360.0,1130.0,1691.0
08aaacef1ec42efe,6581.0,545.0,1784.0
08bc95eafc0044d3,55914.0,1767.0,
08c6a0be8d5d9c87,24760.0,1230.0,1126.0
08c7818cab9f21a0,9295.0,4369.0,1947.0
08c9bfbed901a058,7662.0,1666.0,3094.0
08d9b482bf5e6b4a,7110.0,487.0,550.0
08dfb1a442f7084a,46595.0,843.0,2774.0
08e345e6d4dbe5b5,13247.0,,
08edaf438eb2a159,6430.0,937.0,673.0
08eea597bb5cab7f,9207.0,1859.0,
0901421c08265785,71608.0,557.0,3125.0
09108d7f2bbf98b0,25956.0,,
0910bb6a156dc75c,5397.0,1346.0,1131.0
09180c209cf870c6,23907.0,660.0,4207.0
091e3b549904ceed,7859.0,450.0,1856.0
091f01da1ef4137b,47608.0,1466.0,1140.0
0921bea8eb356b88,7820.0,3342.0,1687.0
094bd7be151b8a62,40109.0,393.0,665.0
094c28e6bfa2af47,13318.0,,
0950ef39f40bdbee,4757.0,449.0,2088.0
095c5214593e12f4,46857.0,1150.0,1578.0
095c7087c8e1f863,7043.0,1795.0,
09633c9ac4517d8f,6529.0,555.0,4255.0
096374448be7152d,7329.0,1460.0,1391.0
096b5e1e3c667f82,12667.0,,
096db6ea1fe82015,13260.0,4358.0,9499.0
096f05995c1c273d,8894.0,689.0,645.0
097287ca2d838c54,44949.0,1971.0,7938.0
0978f8e395527103,6640.0,1601.0,1349.0
097f359c71ab0af4,5284.0,2109.0,
0984c044f4d184c8,67208.0,3016.0,3325.0
098829faa53c9531,5197.0,310.0,740.0
099667a0993ba90d,67088.0,239.0,597.0
099b598b90a27d75,6221.0,416.0,42033.0
09a10541ef8e27c4,10669.0,3273.0,
09a3d107ee64453d,46564.0,3393.0,
09b16438876e6716,7659.0,4667.0,
09b7504504aaa618,9204.0,749.0,2170.0
09bc6cdbe9cdb813,8840.0,4799.0,2864.0
09bdb3806740b777,6231.0,2310.0,
09d164fa710da015,7223.0,1092.0,1497.0
09e00329ac9cfdbb,29044.0,946.0,1800.0
09eaff025fa50694,43628.0,5036.0,
09ef6d1623cddae3,12456.0,,
09f53452613527c9,11589.0,6033.0,1993.0
09f8cc136aac3444,10500.0,2831.0,
09fb7f99a9e57d31,7697.0,1826.0,2576.0
09febf4b02827d25,10527.0,1644.0,904.0
0a060e73b2503cf3,8324.0,375.0,856.0
0a16f880187eccf4,9249.0,1439.0,2822.0
0a1b60fe31ac2b76,8522.0,,
0a24adcf699d3555,34798.0,2024.0,2185.0
0a2b2cba30e6e005,9031.0,347.0,1940.0
0a3820e50c9def97,27068.0,1341.0,804.0
0a3a152886a9134e,8281.0,2417.0,
0a3c32cb2e8c74a5,8791.0,1797.0,3631.0
0a3dcca50d4a5683,28060.0,1154.0,2861.0
0a50a1ef3ca991a6,8589.0,1474.0,1180.0
0a54d7d634ff3525,65418.0,3743.0,3828.0
0a6116f6bd0ae42d,6586.0,1165.0,8507.0
0a696ba9a0362c68,10321.0,,
0a71220f7addc11e,11996.0,,
0a74f5c83463453f,9857.0,3048.0,41596.0
0a7e83424615de15,8828.0,3539.0,2982.0
0a889dd2035432d4,9565.0,2109.0,7582.0
0a8d2d152313240a,6073.0,,
0a902ef1d277ffaa,55478.0,2236.0,1946.0
0a945269346c3714,5031.0,490.0,1072.0
0a95a401a7c98e1a,17178.0,2010.0,1056.0
0a9a46b3906683af,10376.0,639.0,3025.0
0a9d0bdfd1f49e48,17184.0,1738.0,
0aa3d4cf24689190,9901.0,5885.0,
0aab7ed9c5f933e5,19963.0,1020.0,1000.0
0ab648765373cf3b,12531.0,,
0abf0aaec3c63e8b,3906.0,746.0,713.0
0abf44b20d85be40,13770.0,1244.0,3472.0
0adc78acb9578312,14766.0,4016.0,30333.0
0adee676816420fa,5323.0,477.0,1893.0
0ae8bdac21c8a761,15384.0,1505.0,
0aec0bdf9fbf0b2c,8242.0,7876.0,
0af2c979f3afc9df,5176.0,342.0,1482.0
0af6d493cdcae7bc,44129.0,,
0afd20913da90967,37273.0,,4332.0
0b0b11dff95490a4,11667.0,1578.0,1942.0
0b0c07b103f00d49,22383.0,1880.0,
0b0ee1375024fea5,35425.0,690.0,1474.0
0b1228a3e4d1b2d9,13486.0,,
0b1ac81d05125880,16131.0,,
0b1c2ae7d1e1b8aa,5521.0,994.0,5517.0
0b1eedcad0fda82a,45421.0,1860.0,475.0
0b2182e9ba296f59,35033.0,1045.0,1997.0
0b26b8b59f82ea3b,15504.0,2440.0,2618.0
0b2de0b663bd3a44,15182.0,2218.0,4045.0
0b32cf4df865d54d,5669.0,658.0,825.0
0b369c87ec53aa90,4531.0,884.0,3507.0
0b3d104200133605,12486.0,2987.0,5158.0
0b421c63be61d3b4,28686.0,584.0,1963.0
0b4b97bcdadb305c,16404.0,1449.0,1639.0
0b69136aec03bb28,8786.0,923.0,2193.0
0b7456772e858f24,7068.0,606.0,705.0
0b86806cd1acb29e,3559.0,1342.0,569.0
0b868a0b2a9f4318,5922.0,6085.0,
0b8d49024eade691,10917.0,2676.0,1566.0
0ba1f6144e5a81e8,7626.0,447.0,3775.0
0ba70c1f113ffe5d,59415.0,682.0,946.0
0bbc745b8d3e31c3,18300.0,398.0,1161.0
0bc72abd1561a0e4,48897.0,446.0,774.0
0bc7a12f77923af1,35908.0,2635.0,3217.0
0bcbd83e88c6c58d,5334.0,587.0,1071.0
0bd197cc7640c32c,46699.0,3338.0,825.0
0bd4920f928043ed,10910.0,,
0bdc0c2c9051ff3b,4632.0,475.0,1478.0
0be3ebfd246eaf33,10770.0,761.0,2188.0
0be770375df4276f,11475.0,,
0be77ac281174719,4553.0,693.0,591.0
0bed060e7d81e185,20846.0,,
0bfc04e5e904c749,7286.0,2981.0,2240.0
0c08c9f3581fae3b,11263.0,1172.0,1685.0
0c0ca961c932610e,8120.0,419.0,997.0
0c1486e014affcf8,8035.0,2199.0,
0c16bdaec4b08bea,19694.0,933.0,3042.0
0c1c8744320583c4,8876.0,516.0,1208.0
0c1edee1d9b2cd19,34127.0,1057.0,2827.0
0c1f8352818c86e2,7756.0,,
0c2fab621a3445d0,10194.0,,
0c3a235cfab583e1,7837.0,904.0,2282.0
0c3b46f1617fd818,20223.0,6395.0,6643.0
0c4aee0c3d22c38b,3459.0,430.0,3398.0
0c4edd1752b5e746,14985.0,1337.0,695.0
0c53fb0b0250dbec,33381.0,,
0c5be10bde7cdb50,6780.0,2125.0,2161.0
0c6a09e6208b879e,59841.0,2356.0,1102.0
0c78aa5dc2f88b8d,11710.0,820.0,2320.0
0c82d4c6dd3d560d,15599.0,394.0,1595.0
0c8758dabbb9c751,8527.0,,
0c92c092d6cf0a92,43632.0,,
0c936b2cc3476620,6724.0,1160.0,2382.0
0c995efded8711df,42184.0,234.0,481.0
0c99f367a3faa043,6208.0,2480.0,3326.0
0c9afc2a3637039b,55602.0,1793.0,
0c9f7ae4fed8a62f,6780.0,450.0,2654.0
0ca5c4cc4f638a2f,16911.0,388.0,923.0
0caf581fc295ca91,10447.0,,
0cb77e7137ea18fa,46900.0,1827.0,3289.0
0cbd66f2f27b5de7,9992.0,,
0cbdb0097d401664,9319.0,765.0,986.0
0cbf4fe70af91312,4355.0,1953.0,2864.0
0cbf755fe30acfb9,18927.0,,
0cc1cc4d929c0c7b,14090.0,,1876.0
0cc555f2e52f4756,10731.0,571.0,1552.0
0ccd6ea45deb740d,10345.0,1637.0,11760.0
0cd0f217fadf80d1,49189.0,1718.0,934.0
0cd4da05e2adfdb5,8278.0,1544.0,1513.0
0cd934f9af270cbc,17283.0,638.0,1082.0
0ce374ada9f312e1,8633.0,455.0,960.0
0ce3b86928da39c7,32546.0,5353.0,4451.0
0ce43500a93628fe,3410.0,2406.0,509.0
0ce81b590ccc8a2d,10003.0,3668.0,42273.0
0cecca01be0a3763,8627.0,3875.0,800.0
0cf7d548cee87c6c,12553.0,,
0cfccaeef618f5d1,40441.0,258.0,47531.0
0cfe1168d890cd13,6547.0,1161.0,691.0
0cfe26b2e5bddcff,9048.0,2572.0,2176.0
0cfebbf54ccd2216,6188.0,920.0,729.0
0cfecafac2231e69,8779.0,,846.0
0d031687ef9de4e5,10142.0,564.0,740.0
0d07d393e06272dd,27774.0,6781.0,6988.0
0d084f4501beef32,7496.0,1896.0,
0d0a3c8b14d1ce50,70285.0,580.0,1072.0
0d13cf9b491a52b8,9629.0,893.0,922.0
0d2275469eb805a4,13269.0,389.0,2212.0
0d29acc1cf830d24,7528.0,498.0,925.0
0d2a1c7018c98b5a,13175.0,2055.0,
0d2b9b971e5e9754,17920.0,3177.0,1882.0
0d3098a045e362f7,6501.0,4127.0,3027.0
0d316e767fa1d32a,17807.0,6034.0,
0d36c9e42293b441,9916.0,,
0d4358c91d3082d1,4980.0,382.0,1612.0
0d47611158589717,6251.0,694.0,1293.0
0d56f676f4bf7191,7228.0,1239.0,1956.0
0d578d6707bf2d4b,9993.0,,
0d5c410dd963a505,16997.0,892.0,5145.0
0d5e3fc2ce9b7cd5,64426.0,6422.0,2939.0
0d5f7d94b422bc64,5749.0,1071.0,1027.0
0d67c6213da8385e,15145.0,301.0,1560.0
0d92784a618e3813,11118.0,650.0,997.0
0d952b4f13bb45c3,5793.0,308.0,959.0
0d9fd11880a5e98b,4843.0,2369.0,880.0
0da52e2fead6a7f8,41949.0,1098.0,859.0
0da5edad44dca548,26469.0,,
0da6335573c2f297,6733.0,625.0,36930.0
0db0fc274e085a1e,9901.0,579.0,1091.0
0dbd1b0f3e07d00e,13418.0,,1486.0
0dd511adb618340f,8846.0,,
0dde7de7fdff7bb8,7243.0,470.0,1331.0
0de02f158ba81f4b,10373.0,2898.0,
0de4d6999fabc216,7192.0,3349.0,2624.0
0dea50a5c3cab5d0,11827.0,1996.0,4992.0
0debe261e1e4cb6d,6775.0,438.0,1257.0
0dfadd4b975d1601,13686.0,,
0dfe4bc6095ea8f2,4924.0,1694.0,1163.0
0e0424cbd6cd2be6,49068.0,551.0,6022.0
0e1139990d7bfa4a,14279.0,,
0e18e0cc028abf59,41212.0,862.0,727.0
0e1af957eee34720,56146.0,668.0,811.0
0e2d73af339a2460,50540.0,,
0e2ebf9b2d354998,6862.0,280.0,7993.0
0e3c866961b2d548,9806.0,1113.0,1241.0
0e4ea6210d97e060,8645.0,503.0,3615.0
0e65a2e6dbccffb9,5279.0,1689.0,5789.0
0e6b263e575c07c2,17524.0,,
0e6e0198c98414f6,5368.0,566.0,1088.0
0e70efcf2e2eb438,12023.0,1376.0,722.0
0e78e8ea077865bc,13014.0,3415.0,718.0
0e839b42859b83ba,11000.0,2160.0,1284.0
0e85ffe6ecf50a46,9437.0,858.0,1832.0
