traceID,nginx-web-server,post-storage-service,home-timeline-service
0294aa002e6b4cb5,48988.0,1777.0,364.0
0297af1fe1358613,42743.0,,1370.0
0299b38dda7028bc,17803.0,4196.0,1196.0
029a282783e348b9,5442.0,948.0,2865.0
02a70992df734e1c,1619.0,4.0,357.0
02a96ec1ccc6b500,5555.0,4164.0,729.0
02ae74638bcbd1be,6068.0,2031.0,825.0
02be2cf8a2064c32,46831.0,1007.0,3605.0
02c74db34d11a4c5,23498.0,652.0,451.0
02c90f86c5c7b8e4,67048.0,604.0,447.0
02d6bf167bcc3def,6754.0,1958.0,1087.0
02d96070a3bf526d,63597.0,5611.0,707.0
02e286f10c7d4a6f,5374.0,737.0,4355.0
02e6efb791fdf8c1,3601.0,,1097.0
02e7fc8e9e28c9a2,10286.0,1811.0,1053.0
02ebf2cffd72b88c,4098.0,799.0,539.0
02ef4169eaa6662e,7483.0,1165.0,
02f38e6c7bb68969,3840.0,754.0,453.0
02fad3522ec21605,6227.0,731.0,304.0
0305f381eafb4ba2,35991.0,2662.0,1952.0
03063e7c891b8efb,4766.0,499.0,
0309e888b9ec4fa1,20307.0,19381.0,4503.0
030dc98b51637f32,6597.0,1160.0,662.0
0316e5e76f880638,13318.0,7563.0,5993.0
0317a2bcf24ed1e5,4951.0,1034.0,2145.0
03182be0e1df26df,19327.0,3341.0,1500.0
031aa86e026aa71a,5029.0,1668.0,284.0
031ff0d6b75e9b6c,10397.0,1212.0,588.0
032228933ef2ff65,5464.0,3257.0,479.0
0326a4be06caf7f9,4581.0,477.0,603.0
03280893b359cfc0,8019.0,1150.0,1074.0
033009b30255ca43,23206.0,1292.0,406.0
033599b83855da92,73199.0,2892.0,594.0
0338936be06c2a2c,32950.0,18121.0,6872.0
033e7a7381b620ed,8506.0,1361.0,2618.0
033f583046e4fed2,21686.0,2009.0,580.0
034797a52b8bf479,6651.0,1639.0,620.0
0353564c88683f54,9505.0,3036.0,289.0
035d3b2eac4d10b4,5263.0,509.0,311.0
03678adbc7444476,43773.0,2587.0,1321.0
0368a55ff8e8d659,6957.0,591.0,269.0
0375669adbaf589b,8662.0,1225.0,456.0
037706e5390a688e,8372.0,1224.0,387.0
037d6d28bbf96c11,6485.0,927.0,2089.0
037d93d7d33a392e,19342.0,918.0,1046.0
0383f2ceb3006dae,12163.0,1942.0,563.0
03853d7681a32f4e,5993.0,738.0,453.0
03854fa7f6abd549,30242.0,8253.0,1331.0
0385a95996404c2c,6442.0,1135.0,890.0
0385b18835a6c3e5,5443.0,842.0,379.0
0387f2cec392d06c,8016.0,911.0,327.0
038c22e372b10f3b,14350.0,33816.0,866.0
038f471225e30de0,6591.0,857.0,384.0
039569cb8f1785a6,17714.0,17317.0,1103.0
03956f0bf0e4c511,14394.0,6292.0,2908.0
03983a1495a36e88,9204.0,1466.0,584.0
039b12d5f8d54cc9,5450.0,2541.0,432.0
03a350a2d6f14951,10528.0,1040.0,2325.0
03a42d6930ecb542,8476.0,2416.0,
03a4d9945338a050,25522.0,1351.0,351.0
03a6a1dbf35a7f4d,6129.0,966.0,1776.0
03aa8832c0fd6f4f,15267.0,2981.0,
03ad301b515df97c,24499.0,2807.0,1262.0
03c52db9b560ac26,8420.0,2747.0,971.0
03c7078b332b8e29,4272.0,4480.0,2124.0
03c7112ba71662cf,4878.0,1298.0,669.0
03ccd7a95bc71bd5,21916.0,3082.0,1096.0
03d5c79c0586cb7e,10140.0,990.0,465.0
03dd54ace5fa5c4f,4502.0,,2508.0
03e2d7c83038989c,11345.0,1861.0,607.0
03e522faeb0b9d7c,18702.0,3669.0,3594.0
03ebc00de29c853a,12013.0,2335.0,
03ed226855d8c7d3,8820.0,696.0,357.0
03eed285686e84c9,18439.0,4752.0,
03f200d6a7d45ff6,19367.0,2655.0,2481.0
03f5517f2eda08f4,18427.0,3247.0,1197.0
03f949304f31cd26,7197.0,1455.0,836.0
04027d98a4f2f321,5502.0,953.0,1257.0
0409f1a59e463528,18910.0,778.0,413.0
040b8c6b2899ed5b,29191.0,4229.0,1806.0
040f83eff9e9e675,8200.0,,5579.0
041c9de46606e10f,6436.0,1213.0,1558.0
041d895190dcede5,4149.0,1463.0,3249.0
0424a68254d478d8,12017.0,949.0,
042570bfa1658e87,31605.0,6748.0,1261.0
0425d53245f11be9,5525.0,1592.0,1040.0
042b4af9a07d0945,51878.0,5924.0,2307.0
042c13968c6c5b19,55063.0,1116.0,
043a7f197e933b85,5893.0,4464.0,1226.0
043ff089e3a86db0,7238.0,1354.0,371.0
0443f8a2e05ae746,10568.0,960.0,765.0
04446a6d94299a64,8577.0,2399.0,
044aa533ede2bb52,12642.0,1144.0,
044bfeb572100461,40692.0,921.0,582.0
04521c63279a1bc7,20484.0,2706.0,2295.0
045d21b5f8bc307e,12850.0,1123.0,346.0
045ff678a46c1af1,9860.0,1456.0,509.0
046be8dee976574d,5637.0,1267.0,918.0
047148ce2a7ef6f0,14567.0,2927.0,646.0
0475f3452a926d45,41338.0,6815.0,1312.0
047b8cbcf12adad8,22386.0,16945.0,2387.0
0481500931906985,4177.0,893.0,755.0
048270ef479d91cb,35957.0,5992.0,
0488cfcd65c450e1,9694.0,1646.0,1026.0
048aca2f2ab875aa,13544.0,39880.0,330.0
048b941832797a69,17641.0,,6257.0
04949bc22e924b7b,11100.0,1781.0,1675.0
0495d17087915291,14708.0,6852.0,1358.0
04ab565af1e08596,15315.0,1813.0,864.0
04b6f122f8a8e0ee,16059.0,920.0,3902.0
04b8b4c8b15c8997,15444.0,5388.0,687.0
04c4e0492329b709,16345.0,6487.0,999.0
04cbcfe1685c0def,5167.0,2282.0,761.0
04ced9a49c5ded8b,23493.0,10756.0,5428.0
04f8ff6a6b1685ed,18218.0,2888.0,1552.0
05018ad3d02013bf,14964.0,1595.0,1405.0
050bfd13fd3da9d3,6588.0,912.0,1414.0
0517ab3247556ff5,20782.0,1424.0,808.0
0519fb7b66a05957,10978.0,1796.0,646.0
05234c49afd39160,4342.0,577.0,283.0
05263a699d10ea5c,66568.0,4618.0,1722.0
05322fcdfc640664,5164.0,,2956.0
0533347eab14b849,21767.0,3790.0,7084.0
05367aa8a622b33f,11366.0,2796.0,1298.0
0558f839fe362d4d,3492.0,742.0,587.0
0563dd21bed91183,9777.0,980.0,761.0
0564014e87225609,41970.0,3994.0,
057099dc1d7b97e7,5508.0,673.0,622.0
0572d3cf9bc6bea9,12332.0,3523.0,765.0
057a53ffd0ddeb46,14219.0,2203.0,10963.0
057c32d9af0945bc,29544.0,820.0,389.0
05836a2a41195200,4175.0,1105.0,1725.0
0583baafdd5918a5,3693.0,1891.0,555.0
058a3151d4b19a31,12123.0,,
058a64d617325794,8614.0,896.0,1179.0
059035cae6435470,6996.0,1458.0,1600.0
0591e856992302ca,4408.0,1883.0,1080.0
0593e7be3e998b73,6694.0,797.0,1280.0
05b270d8551c1860,6766.0,760.0,711.0
05b3c9fdb6e2c878,8294.0,1014.0,371.0
05b51e4ba0f32844,17018.0,3136.0,1434.0
05c8dd483def9b37,4985.0,1005.0,1050.0
05d4a7cd69fd3691,5356.0,978.0,740.0
05e90242dc39019c,5438.0,676.0,317.0
05ed40350c76e813,16002.0,3344.0,1186.0
05ef6231aca8c802,7222.0,834.0,1174.0
05f64605338d8699,3561.0,837.0,564.0
05f7ef8a68875948,4383.0,694.0,458.0
05fec877346c6d55,23921.0,4144.0,1825.0
05ff85ade5453a15,16791.0,2415.0,
0600234a2c2ee5c8,7907.0,1445.0,942.0
0601389f94d32fab,4380.0,829.0,897.0
060773d4732ca6ae,46892.0,638.0,378.0
060c1de000f4429a,5851.0,706.0,
060e27167584b2f6,7978.0,2087.0,516.0
0611dcd014437ce0,93574.0,6041.0,
0613cf26f856e616,5559.0,3738.0,382.0
061498ec3f9ccdda,15843.0,4257.0,1810.0
0619b374aac6d43a,24997.0,820.0,362.0
0620674896ee7b6a,8364.0,1118.0,513.0
0621942d5210f066,60327.0,1006.0,277.0
062342e93d1992c4,10445.0,2040.0,2128.0
062b6248c181ca61,13065.0,1273.0,
062c3146e5f6b3be,6956.0,965.0,1136.0
062caf9b536cad9a,9121.0,3362.0,607.0
0632c92cc928bdd8,43233.0,54364.0,1094.0
0635bc5fd9d0e819,6462.0,1069.0,519.0
0638f8f852dc252d,7009.0,36055.0,366.0
063ed4248219701f,4642.0,1606.0,409.0
063f6341191519e8,7958.0,40185.0,781.0
0650f2ec9d3ed536,12514.0,3189.0,817.0
0651b29fafe97af2,37617.0,849.0,676.0
065429bdba1cb235,36548.0,1029.0,254.0
065617d1d6f11711,16829.0,5807.0,1327.0
0657772f1adb5235,4815.0,1401.0,1667.0
066915e57cf45cd5,28316.0,5270.0,7664.0
066e589c3b121732,10068.0,2517.0,528.0
06733125a97de50c,6087.0,1058.0,
068764bd998faf81,73051.0,4299.0,2805.0
0689581190e7c2b7,10737.0,1352.0,3122.0
068db0ef169e6cfb,5421.0,1345.0,2171.0
06932fa866a575a5,7980.0,2343.0,380.0
069fe42894ce3d6e,4711.0,1621.0,1124.0
06a2d2545f765996,3146.0,1107.0,593.0
06b5b418bc578afa,50997.0,1103.0,267.0
06b724d249264e5d,15075.0,879.0,
06ba44911d5f8ace,3214.0,,835.0
06ba618ef647ebe0,7125.0,1156.0,1874.0
06c713dafff0bdfe,6214.0,902.0,738.0
06cb03009cfa59d9,143284.0,6336.0,3031.0
06d3b803defe8a87,3472.0,2038.0,642.0
06ddc839571b720a,14792.0,841.0,345.0
06e55a0b599ad52b,3560.0,709.0,753.0
06e8d2fa02dd09e0,13565.0,4994.0,4851.0
06f5548c4099a294,5137.0,998.0,464.0
06fa3d5b9289d0b9,59827.0,1029.0,1433.0
06fa65673997a4ee,14946.0,5039.0,429.0
06ffc47da514ee6a,6119.0,1674.0,778.0
070b80623693913f,14653.0,1302.0,580.0
07151c5b3c4cf1de,31503.0,563.0,1934.0
07163e8871f3063a,4920.0,1870.0,750.0
071b9adb018807a0,7722.0,2499.0,1374.0
0720ea41bc40e275,4872.0,4814.0,2724.0
0723b3a3d84601ab,11318.0,17947.0,2562.0
072664ea33e8d66f,4035.0,993.0,584.0
07336fa9d7a9e8ae,6858.0,539.0,435.0
0739e3fecbea28af,53055.0,4862.0,
07452d347ca24a34,20763.0,8140.0,743.0
0746584b8a32bbf8,4728.0,819.0,272.0
074d04704b477daf,25721.0,3833.0,1002.0
074f299b11343879,7273.0,1739.0,899.0
075058d79f55fdf9,18487.0,558.0,900.0
0753aacdbdd83ced,38940.0,745.0,622.0
07576d938339ec67,8454.0,4791.0,836.0
0757c252389bdf9d,33248.0,3178.0,1748.0
075b00f539002ae3,5210.0,1562.0,473.0
075b012aecf33b7e,6362.0,1086.0,2139.0
07711bb80fce26a3,8279.0,2361.0,480.0
077ae59e610d0dc7,6904.0,1083.0,1074.0
0781ba8aefa10638,8574.0,1467.0,552.0
078ceb40408126c1,15139.0,4001.0,1550.0
078e147fc5407416,4587.0,1035.0,391.0
07990e8068e02b4b,10063.0,2259.0,619.0
07a16fb17a90db9a,15873.0,5335.0,1149.0
07beb52f15c9c6c7,23463.0,2845.0,735.0
07c8f80b5039bcd8,4683.0,2127.0,817.0
07ccf59aba58f338,3938.0,644.0,271.0
07d5eecf8e23e71c,8551.0,8038.0,4695.0
07f5e9919edc89bc,8777.0,1783.0,
0811dd934fb248e2,29929.0,2500.0,1246.0
081229574551fd7f,36010.0,5314.0,
0817469343ab0d2b,8772.0,1522.0,508.0
082f8e8bf2f50aae,6783.0,1388.0,676.0
084001121096cda4,40795.0,3194.0,300.0
08401ff590ad981f,79304.0,2887.0,671.0
08424f13c669e2f3,4507.0,576.0,255.0
0845d11f5b392894,43430.0,1472.0,450.0
084739b7bad56b6a,24658.0,1458.0,
085112b2e58c37f8,9560.0,24.0,
0859a912b7abd8e4,8902.0,2729.0,2361.0
085efec79b6c696d,14325.0,4100.0,11170.0
0860940e77c4b018,10666.0,893.0,443.0
08665bbf482af1e1,6675.0,1445.0,235.0
086ae0969be08eeb,28615.0,3780.0,2910.0
086d158de1250d1c,8099.0,1024.0,597.0
0876baa6bfd0433c,5473.0,704.0,1046.0
0879312a22e7e696,56486.0,6659.0,3192.0
089837ae220e107b,8638.0,876.0,375.0
089919fae6e7d540,9749.0,2529.0,3973.0
08a23064b876f42d,3796.0,679.0,387.0
08a5116e7415d21a,44150.0,41886.0,818.0
08a78948628e2095,51229.0,724.0,335.0
08b5c68180750c1c,7345.0,3034.0,1579.0
08b662fb39e24a99,6316.0,1776.0,330.0
08b7da5b46056808,6183.0,45146.0,749.0
08c50a0c23bb568c,6331.0,907.0,394.0
08c62a0dff7ea6c5,7977.0,600.0,
08dfc02a398ae2f0,43904.0,737.0,552.0
08e2309e188326de,4116.0,,3163.0
08f6c7dde2d82739,5131.0,1523.0,732.0
08fe341fe09a3b8b,23274.0,4173.0,1991.0
0901adb36860a39f,11071.0,1633.0,1061.0
0903ab1f16d17814,14913.0,926.0,260.0
09072fd6a08cfdf6,9917.0,1442.0,512.0
0910fa54ff950c44,81990.0,821.0,1124.0
091873005cc62fd5,6744.0,1431.0,538.0
091dcc0ebe807539,66476.0,636.0,570.0
0924aebf647d8ea2,59453.0,2052.0,1510.0
0928b82b44b28909,6356.0,725.0,288.0
092b89bd82d00563,10944.0,2596.0,369.0
093bbdad3a970abf,5370.0,963.0,1464.0
09406bc33942ef51,45816.0,6134.0,
09435bd2ce8ae0c7,9894.0,1096.0,1005.0
094517f8e057c799,8605.0,923.0,366.0
094ac9236cb9e548,7291.0,737.0,684.0
094fa0c81cc3bde4,9903.0,2154.0,1842.0
095e3763be83247a,12210.0,726.0,235.0
096d737af9680fa6,43090.0,495.0,440.0
096e6c175ac93e2e,13170.0,4674.0,2275.0
096fc85ba2fbf9a3,70166.0,5168.0,6978.0
097381200b9109e9,13137.0,4039.0,600.0
097cfffc4b338ce5,53491.0,742.0,1178.0
0982390b9ecb80b6,30023.0,4149.0,
0984a42346a5cf0e,11836.0,1110.0,575.0
0988666560b756df,5108.0,,2029.0
0988891b5de8dea3,5922.0,4389.0,826.0
0988b945e3f96d35,9415.0,721.0,529.0
098e388bf95be3bf,19009.0,750.0,478.0
0995c011b854d671,18461.0,2696.0,8002.0
09a87c2507104e94,43301.0,893.0,
09b5fb5cdb429a69,3999.0,,3877.0
09bd171f93807ad0,11424.0,1975.0,458.0
09c9cca08cbd59bf,48023.0,782.0,854.0
09c9e94a769b8082,26778.0,6247.0,1641.0
09faeb4ba7d3934b,86592.0,11021.0,2147.0
0a08d0b65bedc68b,8852.0,,
0a0ca78fb21aa255,4052.0,1169.0,1193.0
0a27a83299bbe472,8075.0,609.0,291.0
0a3eefcfd379ee1a,11930.0,3816.0,1497.0
0a4adfe7fd69c08e,7301.0,1206.0,524.0
0a4f9a0cdf3d1092,59912.0,2075.0,975.0
0a500f39a0ab0dd0,34483.0,2417.0,644.0
0a52852883ce3998,28668.0,4347.0,4911.0
0a5490eaad80a6fd,17524.0,5430.0,5532.0
0a599c4a047dcff8,27738.0,2668.0,3695.0
0a69b6288e060700,3525.0,479.0,257.0
0a72a408c113e26f,4077.0,845.0,342.0
0a74d86240a6a48b,5274.0,620.0,757.0
0a7685f99716dbea,11078.0,2751.0,1475.0
0a7a6a9710b7709d,6347.0,1408.0,405.0
0a90ec46212bb565,3623.0,,1025.0
0a918a1e99cb6504,5344.0,,1257.0
0ab40db377e4bbf2,10231.0,2997.0,2009.0
0ab89c994aa1344c,7762.0,774.0,317.0
0ac2b4312197ad8e,4962.0,1166.0,2425.0
0ace38e058630d84,7019.0,1085.0,466.0
0ad220bb04dfa5bc,50660.0,3356.0,4244.0
0adc783837d40841,5557.0,2598.0,1333.0
0add176ed5b0b365,13420.0,4043.0,399.0
0adf00fd9df380ac,6988.0,1267.0,1308.0
0ae38a317249d7b8,7668.0,1295.0,698.0
0ae4e5d62d312db7,5641.0,680.0,
0aea4b4e1c3baf38,6262.0,19861.0,627.0
0af1f7759ab13e99,5399.0,529.0,343.0
0af557bb23f573e8,59597.0,3656.0,1780.0
0af5b2599db1f5ba,6672.0,745.0,290.0
0af8b1a0a91a04ef,5995.0,1196.0,2595.0
0b018b3646fdafc6,5227.0,1101.0,1431.0
0b01e3554c890938,6216.0,739.0,622.0
0b0ebd32a8fe41a3,4719.0,1211.0,440.0
0b0ee8db9ef28344,6171.0,,2660.0
0b136b329378bf5d,3385.0,509.0,
0b16ee719d5f1b76,4855.0,976.0,1639.0
0b2283834181cd2f,23561.0,1711.0,1879.0
0b265754b51a5347,5388.0,651.0,286.0
0b27fd0a5329cc0b,4173.0,1267.0,395.0
0b2872a39f0abfa5,7356.0,629.0,385.0
0b29fb46e12e7dba,20092.0,3155.0,1943.0
0b381546c61d2226,34255.0,5265.0,1503.0
0b39e50b5bfd0de6,53561.0,2334.0,859.0
0b3fc2b030212379,14729.0,,1081.0
0b566d3a97e6c6f3,13232.0,1135.0,477.0
0b5a4035b22eb146,8832.0,1522.0,599.0
0b5c7f7af6e1e638,13961.0,1544.0,479.0
0b6430bf55c06bc3,4365.0,1204.0,390.0
0b659dbeafd6eabf,6033.0,1010.0,1355.0
0b6c6e5f1ab48e3c,7645.0,1941.0,1748.0
0b6e03a3be72295d,39960.0,4672.0,1487.0
0b70ddbac1d70e1a,6871.0,1060.0,1369.0
0b7bce799e28ebd2,4485.0,,2445.0
0b851d28cb9110c2,13637.0,1709.0,
0b9d19bd181a63ef,15421.0,1544.0,
0ba6be2595348729,6569.0,1428.0,863.0
0bac57a4f4251459,3474.0,1001.0,594.0
0bb474907730f3b9,174740.0,4344.0,3042.0
0bbde1b92b80720e,6735.0,1479.0,1523.0
0bbf8a8561b8d2e3,64427.0,2480.0,584.0
0bc186b91a5b090f,4534.0,602.0,1885.0
0bc3349446849727,31242.0,9840.0,1502.0
0bd67f9537759935,5446.0,3744.0,4428.0
0bdec1f91a2d3f5b,6350.0,1088.0,2512.0
0be2c4ae0a0d7b43,6096.0,,1866.0
0becec069a47e535,13056.0,4826.0,1341.0
0bed26262cb06216,6799.0,4321.0,258.0
0befe9cade3b6e8a,15803.0,23690.0,1616.0
0bf6d9de27928522,6900.0,1798.0,299.0
0bf784f96d58b1e4,7764.0,1030.0,703.0
0bf96783f669d2f2,6187.0,1033.0,842.0
0bfa05f191babc0c,26209.0,1757.0,
0bfc17e79f221396,7297.0,877.0,1395.0
0bfc54cd561e34f7,22024.0,6163.0,1520.0
0c0737c1023b19ff,7618.0,2664.0,2917.0
0c15f0fef1c61281,3759.0,827.0,421.0
0c166ba1904aae6c,15515.0,3680.0,
0c29097f4103e608,10253.0,2687.0,1056.0
0c2a1a236a1e6758,3292.0,1735.0,306.0
0c2bb9b24af121d9,43660.0,812.0,2722.0
0c2f46fd3642a348,22540.0,4377.0,2331.0
0c37059c9f9e894d,3433.0,1555.0,837.0
0c3f004b39c5fdcf,6474.0,1784.0,490.0
0c45ce5574ecbe8e,60910.0,5656.0,857.0
0c47a3e36d735a91,33183.0,852.0,635.0
0c5dd643812b7ed9,12845.0,838.0,707.0
0c5e5bc20d4ea4e4,30126.0,1549.0,2040.0
0c64b15f8e609324,52419.0,10094.0,
0c6eb4c02762e10e,4846.0,637.0,
0c6fa135a14ca031,7943.0,1506.0,
0c7a09cf404283dc,10833.0,1391.0,
0c7df68ead80f10f,9012.0,1896.0,779.0
0c8bd312e6604eca,6081.0,588.0,3531.0
0c97cb49090eaa05,3346.0,,825.0
0ca7c5b921315971,4301.0,2345.0,555.0
0cb1e5289f2415d9,11088.0,1938.0,1031.0
0cb2668202d40800,11073.0,1138.0,951.0
0cb58fae8288f93a,5029.0,899.0,1667.0
0cbc99217399a5f0,26738.0,4533.0,6139.0
0cc475c14c2a72ce,12818.0,991.0,
0ccc484fcbd17476,9523.0,576.0,
0cd1e285ea9079e6,11630.0,1341.0,
0cd20836cc758dad,18225.0,1577.0,
0cde45a49ab3a230,6205.0,,1476.0
0cec99a0056b32e4,6600.0,768.0,1284.0
0cef27518d5baad2,12003.0,2151.0,503.0
0cf487a5798a00f0,7864.0,36133.0,260.0
0cf65a4f03f6a011,4682.0,2121.0,305.0
0d00f9e7ee321524,16039.0,4371.0,2253.0
0d093db638d6d2f7,8374.0,4675.0,1738.0
0d0e947357745871,25619.0,48441.0,994.0
0d11b5e77f87f578,6710.0,1139.0,445.0
0d258ee24c4b643c,14140.0,4455.0,3338.0
0d26f30460962378,5940.0,1400.0,4552.0
0d29d257fcd40c5b,13598.0,5424.0,3693.0
0d33c148bd792f8c,16837.0,2614.0,582.0
0d3c7874ab57131e,4340.0,2062.0,975.0
0d3ecd1f3ae34173,13778.0,1988.0,610.0
0d3fe92e07b881e3,24390.0,500.0,587.0
0d45d626eaea2268,62192.0,1085.0,848.0
0d48bbde786a6da8,16010.0,4932.0,1483.0
0d4a0863e1bb7bd2,54572.0,5507.0,446.0
0d5c73bc5ae98f21,7339.0,23698.0,525.0
0d5d35664ce2fc4d,22827.0,3679.0,4700.0
0d60f15395a47263,23936.0,9930.0,5246.0
0d6a898fc989be7c,49909.0,1559.0,267.0
0d764c3b5469af05,8030.0,1515.0,832.0
0d7c090ee9dbb5c8,11143.0,1729.0,2017.0
0d8016d68af18058,28720.0,1092.0,724.0
0d828a12dd8ca208,4883.0,,1076.0
0d85954eb14c4258,6469.0,1099.0,1100.0
0d86404e74a1d678,5726.0,862.0,976.0
0d8808bc15fe81c5,6428.0,811.0,1452.0
0d978432ee979015,18135.0,1637.0,846.0
0da8cd935b8bf3d1,18235.0,6409.0,1124.0
0dae392c147b58cf,6279.0,991.0,556.0
0dbc5f7550a15724,3896.0,983.0,294.0
0dbcb22f6246f0da,13270.0,1196.0,580.0
0dbf40d08474a9bb,30300.0,5034.0,2384.0
0dc1f3dfda8e848b,5487.0,1835.0,688.0
0dc8c9b4108b6ca8,3440.0,937.0,442.0
0dca461f88f976b9,13807.0,2742.0,1071.0
0dd54346d0800c36,12145.0,4278.0,1494.0
0de3144a32d06dad,25507.0,3805.0,1885.0
0deff2bbff6ec2e4,20412.0,5992.0,2415.0
0df48a7b81300a16,26521.0,10908.0,2361.0
0dfdba421bd0f86e,11676.0,2364.0,2709.0
0dfdf3c8ba7c0044,32407.0,4407.0,
0dfff671850677b3,9504.0,1334.0,317.0
0e0065b919d38645,35874.0,50586.0,6776.0
0e021c367fb50f07,51801.0,780.0,1589.0
0e0fb98fef1171b2,26217.0,2873.0,8213.0
0e2093796166346e,8221.0,2704.0,
0e2f5843491265bd,4503.0,1041.0,377.0
0e38a34094a63b84,21121.0,3718.0,1787.0
0e3c73546c53f000,10991.0,1048.0,315.0
0e3daf131075bea6,36834.0,647.0,343.0
0e3eac1247ac949b,9339.0,1123.0,
0e42ccf15f12d680,4558.0,884.0,1238.0
0e45a01ffc18ec78,6532.0,612.0,347.0
