traceID,home-timeline-service,media-service,nginx-web-server,post-storage-service,social-graph-service,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-service,compose-post-service
009dd6899143a74f,1017.0,10.0,1406.0,1767.0,231.0,202.0,21.0,2039.0,299.0,9.0,1044.0,3693.0
00a4d952311e9d7d,2149.0,17.0,656.0,657.0,1677.0,96.0,20.0,931.0,364.0,12.0,848.0,2534.0
00ad911bedad36bc,2184.0,11.0,5230.0,373.0,423.0,220.0,35.0,958.0,308.0,13.0,3176.0,3565.0
00b20cf23c980429,1149.0,7.0,10859.0,420.0,257.0,-440.0,11.0,963.0,902.0,9.0,918.0,1057.0
00b4c68a67bbe40e,6504.0,26.0,2634.0,1788.0,1355.0,601.0,49.0,6740.0,2372.0,32.0,2941.0,8103.0
00b694517848ca2d,576.0,14.0,3211.0,678.0,297.0,1989.0,19.0,1011.0,1261.0,8.0,697.0,9223.0
00bc39b5857608db,2928.0,19.0,6524.0,741.0,1398.0,59.0,65.0,1882.0,3486.0,20.0,3747.0,3890.0
00bf0610c9ff6ab2,561.0,18.0,1507.0,602.0,143.0,452.0,25.0,1892.0,1103.0,12.0,689.0,2123.0
00c7f806c9b1a6b8,593.0,5.0,1723.0,1361.0,290.0,394.0,21.0,680.0,816.0,4.0,2340.0,7800.0
00d2bf6aabeb91af,1539.0,10.0,4386.0,632.0,483.0,802.0,20.0,1383.0,397.0,15.0,1326.0,5148.0
00d5bff2ac29c5bf,32948.0,10.0,1793.0,257.0,467.0,440.0,15.0,911.0,739.0,17.0,416.0,3222.0
00de1e4e52248b88,1034.0,8.0,794.0,645.0,125.0,-105.0,21.0,1148.0,813.0,11.0,544.0,2520.0
00e6f03497b803f3,1068.0,11.0,7159.0,607.0,1995.0,436.0,13.0,1251.0,254.0,11.0,1105.0,2951.0
00e99f23e505cb61,504.0,6.0,1211.0,526.0,98.0,1142.0,12.0,639.0,638.0,13.0,965.0,2440.0
00f6311f452b77ad,1311.0,4.0,43655.0,457.0,769.0,439.0,10.0,694.0,3605.0,6.0,685.0,10617.0
00fd96d0bdc0465b,1430.0,9.0,866.0,691.0,234.0,-40.0,24.0,1592.0,1529.0,23.0,2314.0,1269.0
010386d3c1fbb0e0,562.0,11.0,2783.0,461.0,420.0,3859.0,25.0,1365.0,1688.0,10.0,1625.0,6363.0
0109460dc53c55f3,823.0,9.0,4475.0,706.0,1566.0,-1264.0,20.0,3590.0,2652.0,8.0,1177.0,1436.0
010efa2b02ea0766,1095.0,19.0,1637.0,1070.0,389.0,809.0,38.0,1325.0,663.0,21.0,1494.0,2753.0
0111c5cdb8f20ceb,3693.0,29.0,3562.0,2119.0,3431.0,1982.0,49.0,2839.0,1319.0,,17486.0,10280.0
0111cbe67e22b5fe,1915.0,26.0,11051.0,7391.0,1771.0,5482.0,48.0,11257.0,1042.0,26.0,7341.0,16390.0
012abce3d7403c76,713.0,11.0,1159.0,586.0,161.0,532.0,21.0,1277.0,407.0,7.0,624.0,2829.0
012c90e1680589bd,1606.0,13.0,2452.0,662.0,339.0,3040.0,43.0,1829.0,684.0,10.0,1504.0,8584.0
012e519d18e61b54,8853.0,15.0,950.0,624.0,668.0,46.0,27.0,989.0,1647.0,20.0,3247.0,1645.0
012f949e7fcd3820,319.0,6.0,1451.0,469.0,245.0,1320.0,15.0,4199.0,358.0,11.0,1021.0,958.0
0134dd04e60727d0,1774.0,26.0,5251.0,5245.0,1250.0,3394.0,34.0,2107.0,2157.0,22.0,4014.0,5245.0
0140f71e3f1e88bc,1047.0,24.0,530.0,627.0,214.0,170.0,20.0,620.0,429.0,9.0,1080.0,1166.0
01498ca00e991460,2298.0,27.0,2649.0,737.0,733.0,-1473.0,43.0,4699.0,6641.0,99.0,9064.0,9565.0
015c6c80fe0ea14d,5405.0,9.0,37527.0,563.0,1894.0,-500.0,27.0,2017.0,1900.0,11.0,3085.0,3859.0
015c744daeadacaa,1687.0,15.0,4262.0,621.0,467.0,1781.0,22.0,1215.0,,,4949.0,4257.0
015df11f583dcf6d,1443.0,10.0,2049.0,635.0,182.0,-703.0,9.0,1339.0,1278.0,4.0,1496.0,5609.0
0163e6b843b8f621,1503.0,10.0,1887.0,685.0,300.0,98.0,18.0,2569.0,582.0,15.0,1416.0,1479.0
016c87228728a725,1410.0,15.0,3862.0,1514.0,289.0,1011.0,17.0,2357.0,898.0,19.0,2802.0,5743.0
016f19026b78e3ad,2163.0,13.0,5050.0,641.0,346.0,-7.0,26.0,1526.0,643.0,15.0,2033.0,3311.0
017798050bd09a18,3499.0,9.0,1198.0,1273.0,283.0,512.0,14.0,690.0,343.0,14.0,1665.0,6334.0
01846538680f4f90,2518.0,6.0,1738.0,551.0,994.0,-804.0,15.0,1720.0,1361.0,8.0,999.0,36776.0
01846ef99cf9b6df,1417.0,10.0,1397.0,696.0,1655.0,83.0,23.0,829.0,417.0,,4173.0,1495.0
0185b53d22d779f6,1312.0,10.0,7258.0,843.0,284.0,200.0,24.0,1073.0,832.0,18.0,4106.0,2195.0
0189197a142d3014,1991.0,5.0,1468.0,816.0,489.0,879.0,22.0,1486.0,493.0,6.0,1082.0,4584.0
018df01c1754e65f,1153.0,11.0,2714.0,612.0,1451.0,360.0,55.0,1553.0,435.0,18.0,3407.0,3522.0
018ff8675cb9a161,931.0,11.0,16851.0,573.0,580.0,482.0,19.0,1174.0,471.0,21.0,3709.0,1942.0
0194656193307f5c,2511.0,13.0,1441.0,896.0,325.0,909.0,35.0,1008.0,1129.0,12.0,1098.0,3835.0
0197134a07fc152c,2635.0,27.0,1218.0,846.0,2683.0,-734.0,21.0,1482.0,2344.0,31.0,3073.0,3205.0
019bd303b714e52e,2906.0,15.0,2505.0,780.0,349.0,453.0,31.0,1651.0,1037.0,22.0,2216.0,4137.0
019d3469cd628a46,593.0,9.0,1259.0,619.0,245.0,2258.0,18.0,3056.0,773.0,10.0,35209.0,4192.0
01ab4ee229bdbec4,1830.0,8.0,2440.0,464.0,205.0,1227.0,25.0,770.0,1329.0,17.0,1134.0,5191.0
01bf4d354af47c2f,597.0,6.0,728.0,249.0,161.0,142.0,16.0,480.0,227.0,5.0,480.0,552.0
01c28e6a7bd87b11,900.0,12.0,1667.0,527.0,214.0,3158.0,25.0,941.0,1729.0,13.0,3673.0,2782.0
01cab758c6aa7055,3867.0,12.0,1821.0,663.0,425.0,1069.0,24.0,1015.0,2598.0,27.0,805.0,2376.0
01d65d223ee5c247,4956.0,25.0,52323.0,1288.0,3574.0,1510.0,33.0,2053.0,4009.0,17.0,10542.0,4168.0
01d7e705babf59ea,1732.0,11.0,1919.0,634.0,1163.0,283.0,16.0,690.0,447.0,11.0,1736.0,1776.0
01def3f2a8c1ff4e,268.0,11.0,835.0,870.0,136.0,310.0,20.0,553.0,349.0,12.0,679.0,951.0
01f4823ac2c9adeb,1110.0,8.0,1406.0,293.0,322.0,109.0,17.0,1150.0,422.0,12.0,1412.0,2546.0
01f57a8c4024b723,1626.0,8.0,1773.0,416.0,359.0,1578.0,29.0,1198.0,671.0,18.0,719.0,2620.0
01f6cd0d82736992,627.0,14.0,44670.0,468.0,139.0,5426.0,27.0,723.0,1258.0,11.0,1680.0,4797.0
01f6e8bfeda9f60a,4081.0,16.0,4443.0,666.0,1674.0,393.0,40.0,1862.0,878.0,19.0,2210.0,4049.0
02010e60082ef85e,2981.0,9.0,4110.0,727.0,917.0,-179.0,17.0,947.0,1922.0,15.0,4097.0,5192.0
0203c89b2c72e58b,3554.0,13.0,2597.0,1238.0,487.0,-2314.0,27.0,4333.0,5851.0,19.0,1003.0,2970.0
020d3a6b281c91af,961.0,7.0,1210.0,757.0,161.0,455.0,12.0,873.0,303.0,11.0,3723.0,3320.0
020f7ddc3569c4e4,39413.0,10.0,3108.0,630.0,655.0,36.0,21.0,798.0,367.0,14.0,2480.0,2122.0
020f9ca1365bcf95,578.0,11.0,7232.0,362.0,234.0,1411.0,22.0,897.0,629.0,9.0,3447.0,2652.0
021be5eb774eda85,1365.0,19.0,3156.0,1173.0,468.0,16.0,36.0,1422.0,1596.0,17.0,2479.0,3045.0
021be687cfb21e9b,1400.0,19.0,2547.0,1175.0,292.0,4706.0,52.0,3898.0,1320.0,31.0,12640.0,11649.0
0221bae028d7ad18,801.0,7.0,4520.0,759.0,621.0,228.0,26.0,701.0,1190.0,9.0,1111.0,6236.0
0225ce2a68104632,590.0,10.0,4044.0,453.0,883.0,-51.0,22.0,922.0,1975.0,20.0,569.0,5113.0
02269e0542ed390a,929.0,18.0,5584.0,904.0,355.0,-117.0,28.0,1449.0,2001.0,13.0,2770.0,2192.0
022b712a3e00477a,885.0,4.0,566.0,722.0,98.0,375.0,25.0,604.0,262.0,9.0,1042.0,952.0
02381a9d8846e21c,1774.0,7.0,52637.0,836.0,684.0,709.0,19.0,610.0,559.0,10.0,2127.0,5733.0
023a6c8764e2b00a,725.0,12.0,1964.0,875.0,208.0,411.0,20.0,2377.0,359.0,13.0,1744.0,2183.0
026bcee0700943e1,1745.0,17.0,1013.0,1488.0,336.0,805.0,29.0,1574.0,1271.0,21.0,2813.0,7306.0
026e35423b0015ea,1038.0,9.0,1107.0,2038.0,274.0,-197.0,19.0,979.0,941.0,14.0,1411.0,2595.0
02770921211e591f,2432.0,6.0,1754.0,483.0,749.0,649.0,12.0,583.0,452.0,11.0,1279.0,3100.0
027f4d56ab61e7eb,588.0,,25252.0,654.0,172.0,,29.0,1589.0,,,628.0,
0286aef49b266b38,1174.0,13.0,5913.0,944.0,255.0,-1840.0,27.0,3199.0,4737.0,19.0,2162.0,1767.0
028c6b7af3cef1c2,603.0,12.0,41551.0,648.0,166.0,1484.0,89.0,2544.0,312.0,9.0,2845.0,2762.0
029018de6e59d831,2422.0,10.0,739.0,1433.0,1387.0,-550.0,21.0,964.0,1191.0,13.0,8077.0,28718.0
0294e54f01c3ea6e,3839.0,30.0,72931.0,2638.0,1587.0,2258.0,51.0,2098.0,2552.0,27.0,3799.0,5307.0
02a193de66ede023,1799.0,25.0,5195.0,1356.0,446.0,-191.0,44.0,2484.0,1843.0,28.0,7818.0,4594.0
02bfaa7c2bbb5c17,4426.0,21.0,20360.0,848.0,394.0,737.0,34.0,1623.0,922.0,25.0,1336.0,2097.0
02c0ff18ec8aea61,2051.0,4.0,1263.0,565.0,435.0,152.0,19.0,760.0,301.0,10.0,1930.0,3056.0
02c47db04afcbea9,1197.0,14.0,1502.0,754.0,303.0,176.0,10.0,904.0,869.0,8.0,807.0,2834.0
02d8e7085210b85f,2742.0,16.0,1565.0,893.0,415.0,-301.0,15.0,1055.0,1042.0,,3376.0,1985.0
02dba822ac5d146d,3479.0,22.0,1518.0,1068.0,1023.0,-440.0,72.0,2136.0,3089.0,16.0,1328.0,5863.0
02e0d07a473d6062,1182.0,16.0,8171.0,2042.0,224.0,3249.0,28.0,4212.0,853.0,14.0,2723.0,4709.0
02e5b97f5c390411,1387.0,11.0,1342.0,,528.0,966.0,27.0,4077.0,2095.0,6.0,3032.0,42158.0
02e82d4aa4eaceaf,1037.0,7.0,2896.0,739.0,352.0,-252.0,23.0,1728.0,2618.0,12.0,2914.0,7825.0
02f158cd14daa035,1577.0,9.0,8021.0,1009.0,715.0,-376.0,20.0,1101.0,1272.0,13.0,2938.0,2217.0
02fcb234a085c4ff,1258.0,9.0,919.0,699.0,276.0,838.0,42.0,2280.0,345.0,9.0,3292.0,8900.0
0300f16022e39484,745.0,6.0,1740.0,557.0,353.0,-2632.0,17.0,3037.0,3294.0,9.0,1065.0,1785.0
0301499c7d709be3,2311.0,10.0,3195.0,539.0,582.0,196.0,34.0,2731.0,616.0,8.0,540.0,10986.0
0313bf6afbf7cef3,6178.0,20.0,8248.0,594.0,39971.0,435.0,30.0,12976.0,3064.0,15.0,2935.0,5400.0
03180190e29f65f5,2742.0,12.0,5112.0,1241.0,189.0,2247.0,18.0,2304.0,1213.0,11.0,1225.0,2765.0
031b77175ac301da,1776.0,12.0,1582.0,992.0,2121.0,1299.0,26.0,1025.0,518.0,16.0,31556.0,1716.0
031dac055275172e,2447.0,11.0,833.0,645.0,1128.0,491.0,22.0,653.0,997.0,17.0,1732.0,2424.0
0322291f541ad89f,1474.0,6.0,1527.0,669.0,249.0,194.0,20.0,679.0,261.0,7.0,4116.0,2032.0
0324ac01afb45f8b,1487.0,26.0,4654.0,1575.0,49055.0,3349.0,44.0,5536.0,992.0,28.0,2542.0,6788.0
0334382bfd94bd5c,613.0,6.0,842.0,365.0,108.0,130.0,10.0,757.0,475.0,13.0,461.0,984.0
033cda5f42516d53,778.0,12.0,1300.0,742.0,366.0,-1684.0,23.0,2648.0,3542.0,12.0,769.0,4054.0
034374f366b9dcf2,1170.0,13.0,5311.0,927.0,1755.0,840.0,27.0,1101.0,912.0,,2830.0,4033.0
035aece379213c03,3091.0,35.0,923.0,698.0,319.0,155.0,26.0,1934.0,3244.0,28.0,863.0,1586.0
0368dec7e188a319,3243.0,10.0,1484.0,960.0,258.0,2463.0,22.0,831.0,1379.0,12.0,1117.0,5160.0
037a3e57b1c936a8,981.0,12.0,1199.0,483.0,896.0,1970.0,16.0,855.0,853.0,10.0,1584.0,1759.0
0383d29596aae8ea,1313.0,8.0,4700.0,1390.0,211.0,2526.0,20.0,645.0,1480.0,11.0,1152.0,1735.0
0394defbf625e4d3,1281.0,10.0,6497.0,393.0,282.0,871.0,71.0,876.0,394.0,15.0,1633.0,1399.0
03ab77d571682af5,2286.0,10.0,1718.0,714.0,1246.0,1.0,20.0,1682.0,874.0,10.0,2598.0,2219.0
03ac9b0eb95099c5,5769.0,32.0,61354.0,1854.0,976.0,965.0,50.0,6135.0,1839.0,25.0,3355.0,5119.0
03b9d8b4136b48df,,5.0,9956.0,,265.0,-22.0,15.0,544.0,2354.0,5.0,838.0,
03bd83328da7f52c,3915.0,7.0,721.0,,670.0,105607.0,13.0,1286.0,2443.0,4.0,6583.0,55866.0
03bfe03c4dd13038,2476.0,29.0,7330.0,1553.0,567.0,55.0,54.0,3121.0,3107.0,76.0,2857.0,14201.0
03cc021616432a38,1846.0,6.0,955.0,725.0,305.0,772.0,23.0,692.0,1373.0,11.0,1134.0,1719.0
03d14c15b26c9a43,600.0,12.0,1948.0,705.0,477.0,564.0,21.0,1275.0,,,870.0,4661.0
03d649ee456fa26f,570.0,10.0,45482.0,1026.0,196.0,418.0,16.0,773.0,377.0,11.0,789.0,1346.0
03e1c91e1cb58c1c,2036.0,4.0,2559.0,,204.0,22335.0,7.0,3606.0,1311.0,3.0,5146.0,17602.0
03e8dda8c1aad739,1467.0,29.0,2667.0,1429.0,1014.0,-287.0,54.0,3821.0,2790.0,28.0,1761.0,6445.0
03eb39c3428960f3,1008.0,11.0,674.0,878.0,1102.0,1205.0,30.0,729.0,366.0,6.0,1420.0,2039.0
03eb5fc4451e0b94,1877.0,7.0,1724.0,867.0,127.0,78.0,19.0,1249.0,468.0,8.0,1050.0,4313.0
03ee5104abd55e35,1359.0,22.0,4419.0,1722.0,518.0,3260.0,45.0,2105.0,1585.0,40.0,3042.0,5411.0
040c1aacde0d0e5d,2268.0,6.0,3261.0,1385.0,936.0,-36.0,17.0,1156.0,1675.0,11.0,2503.0,3552.0
0413b3cc3b7edc79,1174.0,7.0,1060.0,579.0,211.0,318.0,26.0,3454.0,370.0,,1677.0,1514.0
042198fdbb65dcdb,3158.0,11.0,37340.0,2044.0,568.0,3448.0,21.0,1522.0,272.0,10.0,1698.0,6405.0
042a7a1f46207d97,1725.0,7.0,1309.0,811.0,838.0,-619.0,22.0,2806.0,1792.0,11.0,2738.0,1529.0
04324bdbd1b13065,1475.0,10.0,1646.0,711.0,4376.0,430.0,16.0,1238.0,1225.0,11.0,6991.0,5437.0
04380ecec6acabcb,1120.0,10.0,11853.0,296.0,953.0,293.0,29.0,695.0,1306.0,10.0,34725.0,1121.0
04392401331f86ae,,11.0,939.0,425.0,458.0,-446.0,20.0,1005.0,1463.0,12.0,4018.0,8001.0
0442bde4ea5642bc,575.0,9.0,1013.0,567.0,881.0,954.0,25.0,1540.0,576.0,9.0,1398.0,1674.0
0446481516648b81,1296.0,10.0,53225.0,1129.0,238.0,326.0,27.0,1012.0,361.0,15.0,2819.0,2714.0
0446a7bd29cbf99f,2135.0,26.0,3193.0,1820.0,3458.0,1440.0,38.0,2787.0,1602.0,303.0,8769.0,9694.0
044799caf3c8381a,366.0,14.0,1310.0,486.0,173.0,436.0,27.0,804.0,609.0,21.0,953.0,3073.0
045181db0c5ec0ad,4251.0,12.0,1632.0,718.0,241.0,-148.0,22.0,1103.0,2515.0,16.0,2018.0,4999.0
04542aeac42d79be,715.0,11.0,1430.0,550.0,480.0,2634.0,22.0,597.0,248.0,15.0,1751.0,3468.0
045899deead8541e,1374.0,20.0,1242.0,1034.0,1651.0,1174.0,38.0,1441.0,2384.0,17.0,2199.0,5664.0
0466478d0d7dfa70,914.0,11.0,31896.0,607.0,190.0,1031.0,21.0,1623.0,579.0,10.0,385.0,1028.0
04670c569d9c7184,2867.0,9.0,49519.0,400.0,284.0,699.0,18.0,698.0,860.0,12.0,933.0,1255.0
04785cfd2819affa,1153.0,17.0,1844.0,752.0,1619.0,3443.0,32.0,816.0,8674.0,10.0,888.0,2711.0
047e2c32edf8c00c,2575.0,24.0,3963.0,1539.0,876.0,1457.0,45.0,2503.0,1453.0,17.0,8175.0,11437.0
0482fc132f94a6c5,912.0,23.0,2693.0,726.0,232.0,691.0,15.0,3713.0,1386.0,10.0,1753.0,1983.0
048cd11a6799f3b3,1206.0,10.0,1248.0,1302.0,202.0,-112.0,27.0,2841.0,1233.0,19.0,1542.0,3972.0
0493cd57bf8777da,2045.0,7.0,1276.0,789.0,281.0,-380.0,7.0,1009.0,969.0,6.0,1891.0,1923.0
049b0cffcf75cd3a,919.0,9.0,1438.0,5000.0,481.0,1950.0,19.0,858.0,312.0,8.0,726.0,2630.0
049bf17d5d1e460d,887.0,12.0,31158.0,875.0,1472.0,3311.0,20.0,1102.0,481.0,10.0,2353.0,2798.0
04add6854b5f7377,3855.0,11.0,1302.0,931.0,174.0,68.0,18.0,928.0,361.0,6.0,1390.0,2582.0
04b5b4113c37441f,20316.0,28.0,19656.0,2290.0,1077.0,1892.0,53.0,4866.0,5457.0,34.0,4061.0,9046.0
04b7cb244dd65ad8,904.0,10.0,1104.0,4025.0,220.0,269.0,28.0,827.0,514.0,11.0,1055.0,1555.0
04c71cd5d6cfbfe8,1450.0,26.0,3349.0,1936.0,952.0,491.0,92.0,4209.0,1950.0,25.0,2647.0,5593.0
04c977a02f89a7c2,3296.0,15.0,15028.0,811.0,460.0,396.0,30.0,1099.0,549.0,16.0,1756.0,
04c9ea49a89c0e95,1974.0,23.0,1654.0,519.0,3087.0,287.0,20.0,597.0,346.0,9.0,799.0,1960.0
04d3f1101c220f5c,3267.0,7.0,2224.0,1443.0,289.0,692.0,16.0,902.0,2062.0,6.0,5572.0,6232.0
04d58078f3279e6e,745.0,9.0,1016.0,915.0,172.0,-174.0,21.0,751.0,1489.0,,788.0,1201.0
04f5c8e3c33743a9,2609.0,27.0,3387.0,1475.0,448.0,-1299.0,134.0,3413.0,3182.0,28.0,7337.0,7886.0
0502e9e728a52a52,13881.0,11.0,14977.0,2408.0,659.0,7396.0,29.0,922.0,440.0,10.0,6495.0,9420.0
0504674f79ba85c5,3126.0,33.0,2109.0,1453.0,734.0,3515.0,47.0,4998.0,3055.0,34.0,3370.0,5638.0
0510588409b6f096,1355.0,22.0,2876.0,665.0,139.0,-74.0,20.0,792.0,2260.0,10.0,6855.0,1919.0
05363f5247d4b2b3,2905.0,13.0,961.0,798.0,140.0,984.0,19.0,1204.0,1810.0,9.0,1360.0,1616.0
053de8756731af6d,1215.0,8.0,1644.0,1014.0,584.0,235.0,16.0,1361.0,386.0,7.0,3064.0,1808.0
05400cf73d46b5c9,1777.0,8.0,11636.0,660.0,251.0,-137.0,15.0,718.0,3843.0,7.0,3128.0,5482.0
0540548e224a5d1b,2566.0,15.0,1393.0,778.0,423.0,352.0,29.0,811.0,1366.0,,2176.0,2556.0
05443d49895b9964,4129.0,23.0,13967.0,1379.0,751.0,2559.0,36.0,1961.0,2969.0,18.0,44852.0,7434.0
055673c4f41e48e8,2215.0,9.0,5844.0,390.0,2005.0,1766.0,22.0,1028.0,560.0,9.0,1571.0,2368.0
058777c7f0038eac,1136.0,,20898.0,934.0,3100.0,,21.0,6329.0,,,1403.0,
058b3aa346927114,6872.0,8.0,1867.0,586.0,1815.0,2044.0,17.0,1348.0,471.0,10.0,6569.0,5057.0
058de40f77ed80d2,512.0,13.0,1803.0,1579.0,226.0,3969.0,25.0,1108.0,2640.0,20.0,1241.0,6088.0
05a395cdeff733d5,1731.0,13.0,1218.0,527.0,1504.0,131.0,13.0,6081.0,563.0,,3688.0,4833.0
05a3d35f845c287b,1252.0,10.0,1466.0,718.0,331.0,-101.0,22.0,698.0,729.0,14.0,1398.0,2103.0
05a64ac3809b4909,23415.0,24.0,3626.0,1674.0,582.0,1208.0,42.0,4135.0,1127.0,26.0,5143.0,5907.0
05a78425fa24c58a,737.0,6.0,11933.0,578.0,254.0,229.0,26.0,715.0,375.0,8.0,1787.0,
05aba86d91fb8c5c,1008.0,9.0,12383.0,766.0,367.0,935.0,29.0,3149.0,997.0,7.0,1916.0,6133.0
05afae27933cfc4f,457.0,5.0,5727.0,669.0,183.0,-1358.0,11.0,2114.0,2065.0,11.0,2711.0,4072.0
05b125c36b39a893,967.0,18.0,1050.0,949.0,432.0,585.0,52.0,957.0,1706.0,20.0,2012.0,1741.0
05b8e3d92fd2dcae,1441.0,6.0,1311.0,1161.0,206.0,622.0,11.0,1864.0,649.0,10.0,984.0,5686.0
05ba80b55dedce5c,754.0,9.0,9016.0,243.0,370.0,284.0,9.0,304.0,281.0,9.0,3586.0,34089.0
05cb21323f9093ec,4587.0,6.0,6054.0,4882.0,1167.0,6513.0,21.0,3179.0,1853.0,7.0,5398.0,63170.0
05cc4fff6ef5fdb7,1424.0,7.0,1618.0,2725.0,275.0,612.0,20.0,2475.0,1074.0,9.0,739.0,3090.0
05d1794d750343c7,1744.0,6.0,9806.0,376.0,419.0,1508.0,8.0,685.0,448.0,9.0,2879.0,27337.0
05d6d34cb39dc9b1,1852.0,15.0,3841.0,338.0,239.0,2273.0,31.0,2820.0,501.0,16.0,803.0,3022.0
05e1da37bbd0ea7c,1146.0,5.0,3579.0,821.0,260.0,535.0,13.0,3252.0,497.0,,2146.0,1528.0
05e38ea02b747474,1453.0,11.0,1104.0,1315.0,267.0,48.0,22.0,1076.0,586.0,12.0,2226.0,4809.0
05f6b43ee1037a04,1447.0,13.0,1560.0,1049.0,761.0,319.0,36.0,994.0,595.0,19.0,2760.0,3568.0
05f7827ee99ffbad,1281.0,11.0,10730.0,841.0,907.0,208.0,12.0,1573.0,363.0,8.0,1074.0,4538.0
0605adbf80f7f0c0,1397.0,13.0,35501.0,1180.0,1248.0,1513.0,19.0,907.0,614.0,,2033.0,6814.0
0609a4f17d2bde5d,1201.0,6.0,6211.0,569.0,573.0,1332.0,10.0,3823.0,1761.0,,1260.0,2077.0
0610d5f6c5ad84b6,610.0,11.0,1741.0,827.0,248.0,983.0,17.0,1336.0,611.0,15.0,1002.0,6268.0
061adb6a4f9dcb97,,8.0,83133.0,,146.0,3071.0,25.0,6208.0,3780.0,3.0,,
061b115f98f93568,3971.0,15.0,3246.0,1768.0,2196.0,-153.0,23.0,1651.0,1112.0,11.0,3875.0,3052.0
061de3baf6525683,,10.0,2618.0,752.0,831.0,65767.0,11.0,7388.0,2987.0,41.0,1047.0,71782.0
062074b0c0cdc64a,33404.0,14.0,12331.0,619.0,1177.0,1713.0,23.0,724.0,428.0,13.0,911.0,1979.0
06261cb0236095d2,2386.0,8.0,6032.0,788.0,483.0,,13.0,4061.0,,,9598.0,52820.0
0628c5c22f97ba0f,1755.0,10.0,1165.0,206.0,196.0,248.0,10.0,2193.0,556.0,6.0,1218.0,1783.0
06313ea743b085a5,608.0,8.0,1957.0,746.0,203.0,323.0,15.0,856.0,309.0,12.0,1177.0,1488.0
0632543113c766fe,2536.0,13.0,973.0,757.0,363.0,1089.0,14.0,2058.0,376.0,35.0,2231.0,4285.0
063322c94ed12596,1517.0,30.0,6082.0,1369.0,533.0,-705.0,53.0,3804.0,6410.0,28.0,9846.0,12007.0
0633baab2fa93555,1187.0,5.0,1280.0,848.0,453.0,1483.0,15.0,1587.0,817.0,15.0,2609.0,3164.0
0641133962104b77,1701.0,12.0,2553.0,675.0,1339.0,1084.0,20.0,4910.0,552.0,9.0,29368.0,2967.0
06464f141663c29f,1323.0,12.0,827.0,829.0,384.0,1121.0,30.0,1492.0,1067.0,11.0,2436.0,1691.0
