traceID,compose-post-service,home-timeline-service,media-service,nginx-web-server,post-storage-service,text-service,user-mention-service,user-service,user-timeline-service,social-graph-service,unique-id-service,url-shorten-service
00d9ca7d2c0e4722,2938.0,41970.0,15.0,1240.0,837.0,217.0,2425.0,42.0,1421.0,727.0,26.0,3102.0
00da66449e7d4e96,2099.0,1718.0,11.0,3438.0,827.0,296.0,421.0,9.0,1224.0,293.0,23.0,4956.0
00fc71ace634768c,4199.0,4388.0,10.0,2522.0,717.0,1699.0,,16.0,2450.0,,,
00fdf602972c3acd,46033.0,10681.0,13.0,1652.0,1464.0,1356.0,1755.0,20.0,1565.0,,,
010116d971c5602d,4180.0,1789.0,6.0,1326.0,612.0,991.0,464.0,4.0,759.0,648.0,20.0,2087.0
0106d4b62e977a82,2377.0,6804.0,8.0,1088.0,656.0,-202.0,990.0,25.0,1907.0,289.0,19.0,5379.0
01070945b9847f32,2204.0,2359.0,7.0,1860.0,410.0,26.0,697.0,6.0,35166.0,1520.0,13.0,1085.0
010bc01a05ebb473,1615.0,2352.0,12.0,5484.0,821.0,-2534.0,3536.0,13.0,1446.0,3747.0,13.0,3648.0
0113ce1f489dd174,5350.0,3414.0,22.0,2865.0,753.0,1269.0,4718.0,25.0,4628.0,46185.0,31.0,1604.0
0116f9d9eaa07b31,9850.0,3691.0,40.0,1914.0,2588.0,1910.0,2508.0,28.0,6886.0,779.0,52.0,3655.0
01210339cd91d49d,43819.0,5934.0,5.0,18097.0,649.0,-1729.0,2692.0,11.0,2875.0,648.0,178.0,9344.0
0122f91540264c61,10436.0,1511.0,13.0,1289.0,732.0,41.0,1747.0,12.0,1573.0,289.0,50.0,724.0
01289c631813ab3d,1138.0,592.0,13.0,45431.0,580.0,490.0,362.0,11.0,933.0,373.0,22.0,781.0
012d203a59193914,3997.0,594.0,9.0,1323.0,1029.0,2705.0,492.0,9.0,988.0,819.0,31.0,1492.0
0138b70e5ccd5d0b,10646.0,2285.0,25.0,3361.0,2110.0,123.0,1917.0,24.0,5857.0,606.0,37.0,2627.0
0159e1f14a689203,1459.0,1187.0,8.0,23661.0,760.0,66.0,591.0,9.0,4389.0,262.0,17.0,1622.0
015a66bf0559656a,3913.0,3045.0,11.0,1487.0,1068.0,1651.0,729.0,11.0,14128.0,574.0,9.0,1375.0
015b5546c8fec36d,4919.0,1783.0,,22213.0,1096.0,,,,4407.0,,,
0165cf29a01c326c,1207.0,1015.0,6.0,9569.0,434.0,121.0,846.0,4.0,813.0,287.0,8.0,708.0
01661e4442a64cde,44148.0,2953.0,12.0,2369.0,1983.0,1213.0,1090.0,33.0,1883.0,254.0,26.0,945.0
016655d1ff2e2961,772.0,1599.0,10.0,1111.0,255.0,726.0,326.0,8.0,664.0,159.0,15.0,697.0
01666ecb38140b46,1570.0,920.0,7.0,1441.0,1240.0,437.0,612.0,42.0,1847.0,102.0,26.0,1239.0
0172421928106111,1673.0,3067.0,9.0,7052.0,596.0,128.0,1694.0,13.0,1114.0,3177.0,22.0,1851.0
017493ed226b04b9,2335.0,606.0,12.0,7148.0,2540.0,2383.0,403.0,7.0,646.0,511.0,18.0,574.0
017bfb25447743ff,1546.0,972.0,8.0,713.0,394.0,554.0,640.0,6.0,1033.0,264.0,16.0,6239.0
0182d96fc103cb11,3055.0,2878.0,12.0,16098.0,741.0,-661.0,2229.0,14.0,1255.0,347.0,28.0,2903.0
0191c674612e0ecf,39632.0,1586.0,6.0,14090.0,599.0,43.0,964.0,15.0,1786.0,358.0,14.0,1105.0
01a52ac019c55e23,7867.0,4852.0,18.0,56304.0,809.0,259.0,1445.0,5.0,1575.0,2055.0,21.0,1361.0
01a6b6f25fa73eed,5334.0,469.0,1816.0,2548.0,727.0,755.0,1732.0,11.0,2227.0,276.0,17.0,2719.0
01b42b66fafe92e7,19062.0,3315.0,21.0,9380.0,1166.0,3190.0,4467.0,22.0,7853.0,1611.0,45.0,3402.0
01b56837b8920e37,9817.0,34923.0,5.0,965.0,736.0,816.0,413.0,7.0,1773.0,730.0,15.0,543.0
01bbd3ccb3ffdc1c,5929.0,2436.0,9.0,2678.0,850.0,116.0,2124.0,8.0,3467.0,757.0,19.0,2426.0
01c96b2a98671e24,2575.0,1764.0,7.0,619.0,690.0,869.0,308.0,7.0,1896.0,,,
01c9930535a745d3,4119.0,1348.0,12.0,3686.0,801.0,1089.0,375.0,13.0,2564.0,,,
01d5c91436263203,9966.0,3637.0,25.0,2697.0,1518.0,1591.0,1213.0,21.0,15289.0,1127.0,64.0,3593.0
01dc22a7f1f1813f,4023.0,658.0,7.0,682.0,3838.0,834.0,1122.0,11.0,1476.0,234.0,20.0,1012.0
01e890b27abfe984,1591.0,2441.0,10.0,3398.0,754.0,-69.0,888.0,24.0,2658.0,923.0,32.0,950.0
01e97341b80f6a43,34339.0,856.0,10.0,1733.0,681.0,1053.0,384.0,11.0,2832.0,271.0,21.0,2136.0
01e9c57cb2affbea,3903.0,877.0,8.0,8436.0,834.0,484.0,970.0,15.0,1639.0,405.0,30.0,2157.0
01ebe1caa7d22488,1319.0,697.0,15.0,1147.0,1016.0,-104.0,635.0,13.0,804.0,218.0,23.0,1142.0
01f585ee39cae87e,2555.0,2631.0,8.0,958.0,820.0,252.0,1448.0,10.0,2152.0,498.0,32.0,732.0
01fc549e3e05fd1a,3942.0,2219.0,9.0,12133.0,2004.0,751.0,316.0,15.0,2368.0,1920.0,20.0,1481.0
01ff09792d7fa4e2,2647.0,1774.0,11.0,1548.0,2916.0,-105.0,727.0,11.0,4313.0,471.0,20.0,1785.0
0204f8c166925b51,4173.0,2323.0,17.0,757.0,1822.0,-91.0,685.0,12.0,937.0,203.0,17.0,741.0
020693924a54971c,8502.0,1426.0,9.0,1144.0,1336.0,1950.0,540.0,15.0,9927.0,345.0,20.0,1463.0
020f28a1f7d3b4fb,1651.0,507.0,10.0,2282.0,1270.0,-1066.0,1936.0,18.0,1798.0,248.0,19.0,1908.0
021444eade0084dd,2197.0,4717.0,10.0,1860.0,2083.0,-82.0,745.0,13.0,1395.0,255.0,14.0,1700.0
021923379ba39293,2851.0,2003.0,11.0,1796.0,902.0,117.0,601.0,14.0,2653.0,539.0,23.0,2965.0
021d592f45ae5936,1127.0,714.0,4.0,29878.0,473.0,803.0,306.0,6.0,564.0,149.0,9.0,7924.0
021e6481205a5fbc,2600.0,1288.0,12.0,6310.0,744.0,407.0,754.0,19.0,2501.0,215.0,28.0,1175.0
02275b24b8ee109e,39600.0,2953.0,13.0,2710.0,2901.0,1501.0,482.0,12.0,1297.0,305.0,24.0,2496.0
022f1f16291624d4,1827.0,733.0,5.0,25470.0,184.0,1.0,527.0,6.0,398.0,110.0,9.0,356.0
0233b5e417f74089,2811.0,2052.0,,36929.0,1162.0,3704.0,546.0,10.0,2009.0,,,
023b23011d43a931,1752.0,2164.0,11.0,1898.0,537.0,2098.0,526.0,13.0,1855.0,786.0,25.0,1524.0
0259bbd9e2d6f857,17233.0,,,9381.0,,,,,3437.0,,,
02672e0e17ccb6c3,4156.0,1739.0,,1476.0,663.0,289.0,1252.0,7.0,3719.0,278.0,15.0,887.0
027079ede3d9107e,3373.0,1533.0,33.0,2680.0,1291.0,1207.0,3334.0,29.0,2789.0,544.0,53.0,2230.0
02714a44f5879bcc,1703.0,4184.0,11.0,1237.0,396.0,766.0,560.0,13.0,965.0,2242.0,11.0,1482.0
02732c1c4282d5b6,871.0,46452.0,11.0,1253.0,365.0,208.0,311.0,10.0,566.0,344.0,25.0,2785.0
027932315c08b201,10058.0,4182.0,27.0,11266.0,899.0,3719.0,1125.0,25.0,2925.0,2332.0,41.0,3135.0
02794ec3c7e2514b,1143.0,1084.0,9.0,1242.0,375.0,196.0,415.0,14.0,1339.0,1194.0,19.0,1139.0
027db4bb85f06c38,6988.0,2007.0,27.0,12043.0,1108.0,3715.0,2523.0,30.0,10010.0,5976.0,133.0,1745.0
027ea14aab2390f6,,640.0,17.0,46601.0,612.0,2416.0,402.0,13.0,34741.0,721.0,33.0,2256.0
02864c53dba758dc,1948.0,1410.0,9.0,4125.0,2245.0,-139.0,885.0,17.0,4039.0,205.0,11.0,1098.0
0286f7b169f3a677,1386.0,2249.0,7.0,6739.0,413.0,2017.0,354.0,9.0,1669.0,,,
02885c918c1fbab3,1778.0,1671.0,9.0,2649.0,1145.0,1140.0,847.0,12.0,1087.0,518.0,28.0,1705.0
028996a6d6d79be6,3291.0,1465.0,18.0,2478.0,943.0,-149.0,1746.0,20.0,4938.0,3208.0,33.0,3482.0
0289bb175d39281c,21531.0,3881.0,35.0,68971.0,7539.0,1197.0,637.0,34.0,2033.0,1312.0,23.0,7281.0
029ea3bb6de85a4f,6336.0,4852.0,24.0,3343.0,1163.0,5141.0,1966.0,27.0,3391.0,1941.0,47.0,2354.0
02a38e40640a90af,4501.0,2592.0,7.0,2972.0,716.0,-396.0,2360.0,11.0,1887.0,438.0,18.0,1513.0
02a7864df81aa580,,3956.0,9.0,19668.0,964.0,2016.0,297.0,15.0,2812.0,308.0,22.0,1014.0
02aae4167af036ea,2726.0,2102.0,8.0,635.0,830.0,297.0,329.0,16.0,4157.0,199.0,19.0,710.0
02b1e725c4f72ddc,9803.0,3458.0,26.0,1912.0,1926.0,5643.0,3386.0,19.0,3805.0,1011.0,115.0,3942.0
02b5833407ff1c2d,1423.0,959.0,8.0,492.0,459.0,2342.0,672.0,5.0,645.0,1277.0,12.0,1740.0
02bb7ebc714a783d,5750.0,3728.0,30.0,2870.0,2036.0,-217.0,2740.0,29.0,3682.0,666.0,55.0,3144.0
02bded973b08bcc3,4514.0,2308.0,20.0,54814.0,1326.0,-74.0,8956.0,23.0,2813.0,318.0,37.0,1549.0
02db20ef5c1240cf,2353.0,612.0,15.0,13312.0,831.0,-934.0,4102.0,11.0,2592.0,419.0,22.0,1450.0
02de24ae4b68debd,3536.0,735.0,27.0,18358.0,1225.0,5275.0,1063.0,24.0,1495.0,362.0,46.0,4027.0
02de256d37c6af92,7362.0,6062.0,38.0,5508.0,1702.0,6534.0,2446.0,18.0,5214.0,1488.0,48.0,2409.0
02dfc84880000ce5,9836.0,3190.0,25.0,4857.0,1224.0,748.0,4862.0,32.0,4541.0,975.0,50.0,1862.0
02e4cb8a4bc1b069,2738.0,5333.0,7.0,2761.0,374.0,717.0,413.0,8.0,3843.0,359.0,15.0,836.0
02f50a1c603abb7b,6831.0,4531.0,21.0,2176.0,1569.0,682.0,5585.0,23.0,3868.0,1911.0,34.0,2829.0
02f5366c01d8f64c,13320.0,1460.0,28.0,2354.0,2290.0,1511.0,960.0,383.0,10582.0,665.0,49.0,10090.0
03026ab3f2895677,7613.0,3511.0,9.0,1332.0,3239.0,74.0,713.0,23.0,4397.0,576.0,25.0,768.0
030402efb4d64a24,2624.0,2751.0,11.0,22058.0,2012.0,2740.0,945.0,11.0,1453.0,695.0,153.0,678.0
030620023336887f,2245.0,4065.0,13.0,1122.0,681.0,1057.0,308.0,8.0,1091.0,248.0,13.0,3200.0
03066bc12a87a362,2652.0,1064.0,8.0,3403.0,728.0,181.0,469.0,14.0,2439.0,269.0,23.0,1422.0
030b8cc99e1f6b00,25831.0,2484.0,6.0,3533.0,605.0,2075.0,1343.0,9.0,1019.0,270.0,12.0,1099.0
03102b8e819666be,3912.0,1324.0,4.0,822.0,1587.0,898.0,1200.0,5.0,3418.0,290.0,19.0,4663.0
031a43be232dc18c,5998.0,5496.0,28.0,2621.0,2444.0,-445.0,2652.0,22.0,51200.0,1271.0,31.0,2784.0
03281c6bda31aab0,2630.0,658.0,10.0,1027.0,842.0,565.0,305.0,17.0,988.0,31828.0,23.0,728.0
033df46f07060fbc,33137.0,1026.0,9.0,4898.0,509.0,58.0,395.0,14.0,4026.0,251.0,14.0,570.0
0343f4eb679e95f6,3676.0,1721.0,17.0,772.0,831.0,-306.0,963.0,18.0,859.0,241.0,17.0,1312.0
034b925af4e87a2e,1055.0,2126.0,9.0,571.0,573.0,436.0,300.0,9.0,792.0,231.0,18.0,780.0
034bf1e53d6bdd88,44761.0,4421.0,16.0,5802.0,546.0,566.0,2631.0,11.0,1418.0,1798.0,37.0,1001.0
034e4742de6a0069,1010.0,843.0,7.0,815.0,551.0,381.0,799.0,10.0,3220.0,258.0,21.0,2934.0
034e5c281f2d13a5,5911.0,1231.0,12.0,7515.0,848.0,754.0,1174.0,19.0,6309.0,248.0,22.0,1972.0
0353074f7f030347,6392.0,3448.0,12.0,12990.0,1149.0,1968.0,1195.0,12.0,4454.0,346.0,29.0,1621.0
0354a7927da4a6c2,5560.0,2293.0,14.0,2563.0,608.0,2308.0,515.0,16.0,1610.0,,,
035735ddbca5d4b8,3270.0,726.0,18.0,1323.0,526.0,-1601.0,2752.0,17.0,1616.0,492.0,35.0,5162.0
03597e207b8c8aa7,2957.0,1792.0,15.0,1583.0,712.0,5883.0,3142.0,14.0,1678.0,590.0,30.0,2115.0
0359991bf2a50959,44285.0,3297.0,11.0,2743.0,725.0,1305.0,1999.0,7.0,1109.0,364.0,10.0,1657.0
035eab82ca9d1603,3506.0,1670.0,10.0,980.0,1213.0,-101.0,2469.0,11.0,2874.0,1306.0,25.0,1513.0
036177f27f3e72c5,,,,44180.0,,514.0,529.0,19.0,,,,
03632b51a4c6c34d,4017.0,3093.0,11.0,2416.0,1667.0,2621.0,1735.0,13.0,3229.0,525.0,10.0,1899.0
0371c8c70e032bbb,53592.0,13970.0,25.0,18837.0,1150.0,2472.0,904.0,38.0,4530.0,,,
0376aa0a54ba9911,1463.0,3427.0,8.0,1753.0,425.0,1114.0,375.0,12.0,878.0,,,
0376d80bcfd753e2,10891.0,8945.0,28.0,2249.0,1636.0,1638.0,1489.0,26.0,3498.0,3670.0,85.0,3555.0
037712c679f032a5,7482.0,2640.0,24.0,67214.0,1530.0,-6021.0,9949.0,28.0,6775.0,633.0,52.0,8303.0
037d4a1eac1e0774,1538.0,1098.0,261.0,23627.0,748.0,5376.0,1964.0,32.0,680.0,203.0,53.0,1876.0
039101733b478b6e,4816.0,640.0,10.0,14435.0,601.0,61.0,603.0,17.0,932.0,181.0,34.0,1905.0
0392ffb626c9e6e4,4275.0,1959.0,9.0,4023.0,1254.0,1597.0,1002.0,18.0,1852.0,398.0,27.0,2006.0
03a7b520b9938db6,2341.0,1851.0,14.0,7179.0,1139.0,2051.0,456.0,17.0,2217.0,876.0,55.0,2892.0
03ab911b2143079d,1134.0,661.0,8.0,1946.0,485.0,2383.0,281.0,12.0,750.0,188.0,20.0,829.0
03ac78f16a9b6a45,6412.0,625.0,9.0,3469.0,565.0,-423.0,1563.0,10.0,1580.0,330.0,21.0,1071.0
03adba6dca86e4ac,2535.0,3339.0,6.0,1269.0,545.0,2049.0,1326.0,8.0,2436.0,192.0,17.0,570.0
03b8fc4b05d77529,3444.0,809.0,6.0,15512.0,522.0,127.0,390.0,7.0,2587.0,224.0,14.0,1858.0
03b9a62f9e4b8a01,3161.0,6401.0,10.0,6469.0,691.0,1578.0,2623.0,23.0,1261.0,42755.0,24.0,954.0
03c50cf6058211d9,2625.0,1794.0,10.0,7972.0,868.0,34.0,466.0,9.0,4215.0,345.0,20.0,898.0
03c5339d849561a1,5032.0,2736.0,20.0,1463.0,4328.0,678.0,5747.0,24.0,4660.0,607.0,21.0,2776.0
03c75659698cad44,4513.0,653.0,12.0,1734.0,858.0,520.0,854.0,13.0,1250.0,188.0,22.0,1018.0
03c7807a0a1246ff,3677.0,609.0,7.0,6438.0,867.0,1635.0,465.0,12.0,792.0,208.0,24.0,2452.0
03cbdaffa114d4a4,6018.0,783.0,6.0,700.0,170.0,909.0,290.0,5.0,4203.0,429.0,6.0,351.0
03cfa6b24224fc53,,678.0,10.0,19156.0,575.0,1595.0,317.0,11.0,2919.0,1766.0,47.0,2219.0
03ef7c0c29aee960,5000.0,1465.0,14.0,1112.0,632.0,353.0,2879.0,14.0,978.0,619.0,23.0,1003.0
03f5f8833db27cf2,5931.0,4806.0,28.0,2389.0,3806.0,-71.0,2692.0,26.0,8460.0,1113.0,49.0,2159.0
03f76975a6f3fe3e,4772.0,2191.0,11.0,4808.0,1139.0,198.0,576.0,19.0,858.0,224.0,24.0,1079.0
03fb5b315a76cba5,1316.0,4846.0,27.0,2946.0,2254.0,956.0,274.0,13.0,2577.0,2307.0,21.0,989.0
040469ccbd95d8a3,105024.0,3045.0,7.0,3956.0,,27121.0,2262.0,9.0,,,,
040af76fafb1a16b,889.0,837.0,9.0,43706.0,541.0,-416.0,1138.0,9.0,1012.0,472.0,14.0,882.0
043fb420e91d0035,1714.0,1916.0,11.0,1187.0,221.0,949.0,695.0,10.0,1722.0,90.0,25.0,512.0
0447333fff42b501,50523.0,3819.0,30.0,3315.0,3053.0,1664.0,976.0,21.0,3877.0,699.0,47.0,2435.0
0449a73e356861c6,1871.0,1377.0,10.0,1746.0,576.0,-293.0,1017.0,9.0,22826.0,358.0,20.0,936.0
045388711c81f9fb,10256.0,1785.0,22.0,50482.0,909.0,1712.0,979.0,34.0,1465.0,5589.0,43.0,3886.0
04569a667c2b427f,2648.0,2568.0,21.0,41536.0,3374.0,-293.0,975.0,13.0,3023.0,427.0,43.0,1538.0
0456e10ed97f9daf,1710.0,1979.0,30.0,9320.0,1445.0,4388.0,4528.0,45.0,5031.0,494.0,2289.0,4534.0
045bf14c9016501a,3101.0,3244.0,11.0,746.0,687.0,135.0,520.0,11.0,3221.0,474.0,18.0,2466.0
046788ad75a90bf2,1486.0,1429.0,10.0,950.0,2692.0,259.0,1136.0,12.0,1090.0,207.0,21.0,915.0
04688eadce9269b0,4125.0,787.0,5.0,42077.0,690.0,425.0,406.0,6.0,1175.0,262.0,23.0,850.0
0469b237cff4ff07,47633.0,6657.0,30.0,3027.0,809.0,-768.0,1730.0,12.0,3390.0,1619.0,33.0,2788.0
047098d8fb65ea22,2983.0,2046.0,9.0,949.0,958.0,1921.0,662.0,6.0,692.0,275.0,20.0,1483.0
047580d5818c844b,,4359.0,28.0,44479.0,4061.0,-401.0,2311.0,27.0,3811.0,1618.0,56.0,2171.0
0478f07586a991e0,5000.0,35779.0,20.0,4547.0,667.0,1123.0,335.0,12.0,1545.0,418.0,18.0,3050.0
047a41cabb2d3b19,6534.0,1796.0,13.0,1446.0,1028.0,91.0,1014.0,14.0,3508.0,278.0,23.0,1037.0
048efa9ba6b6bb26,44039.0,3931.0,6.0,5768.0,416.0,119.0,319.0,11.0,4361.0,3784.0,14.0,543.0
04929ecf30e2226d,3235.0,1840.0,9.0,2358.0,646.0,334.0,328.0,12.0,1372.0,1576.0,205.0,828.0
04a5135e261637c2,2425.0,552.0,7.0,1824.0,563.0,-228.0,645.0,9.0,840.0,167.0,18.0,764.0
04a678be9a9246bd,5983.0,899.0,16.0,1499.0,875.0,-586.0,1936.0,12.0,1637.0,369.0,47.0,2086.0
04ca0cd1e68a518a,1622.0,647.0,,5896.0,535.0,1463.0,306.0,8.0,1737.0,,,
04d2595a19002e8b,1668.0,585.0,8.0,39158.0,601.0,1752.0,715.0,20.0,1642.0,259.0,26.0,4644.0
04d58eb37e3d12be,1755.0,819.0,17.0,42835.0,557.0,568.0,951.0,21.0,1614.0,268.0,52.0,1588.0
04eb3312f2717b42,1250.0,2158.0,7.0,2283.0,785.0,716.0,729.0,12.0,2665.0,2084.0,40.0,952.0
04f880b9e09f8f38,34846.0,1662.0,8.0,22102.0,750.0,2191.0,930.0,10.0,2769.0,166.0,14.0,823.0
0508a1e14fce7a65,11678.0,3128.0,20.0,1578.0,2616.0,2475.0,3326.0,59.0,2203.0,554.0,51.0,5627.0
051c7520756e2026,4260.0,598.0,10.0,3523.0,423.0,933.0,317.0,9.0,2405.0,194.0,15.0,915.0
052cd24b4dfec168,4790.0,1993.0,8.0,1167.0,1728.0,948.0,629.0,12.0,1022.0,3034.0,12.0,913.0
052f4564be40454f,3294.0,1222.0,8.0,5585.0,865.0,-751.0,2480.0,7.0,861.0,591.0,15.0,1750.0
0535b86069192d66,2834.0,4211.0,13.0,1193.0,1030.0,-1246.0,1909.0,18.0,1363.0,233.0,26.0,2566.0
05369e67a69e51dc,7537.0,2718.0,22.0,1400.0,16719.0,1521.0,8963.0,21.0,7052.0,2097.0,44.0,1944.0
0539bb0024ad4041,5717.0,3553.0,26.0,15542.0,4895.0,2752.0,4941.0,25.0,5255.0,1416.0,91.0,7857.0
053e06f02a352b39,1833.0,3214.0,12.0,2355.0,3853.0,383.0,472.0,20.0,3117.0,345.0,17.0,1198.0
0540e42a9f0617a2,5401.0,4890.0,18.0,3411.0,2782.0,-47.0,1825.0,17.0,2783.0,3438.0,21.0,1361.0
054d5b8852f7b610,6382.0,2282.0,9.0,9308.0,975.0,2489.0,520.0,8.0,4888.0,1025.0,11.0,2423.0
054f57e6fab634de,2542.0,1228.0,9.0,987.0,350.0,-42.0,1280.0,16.0,3862.0,110.0,19.0,1604.0
055d7a69103b9d32,12273.0,5590.0,31.0,2218.0,1988.0,-28.0,4251.0,28.0,3923.0,790.0,50.0,11846.0
056ce75e0e879d6b,4307.0,5153.0,5.0,29302.0,783.0,-153.0,657.0,9.0,1474.0,893.0,12.0,3494.0
0573534eb5065a03,1118.0,1034.0,8.0,946.0,402.0,-584.0,2514.0,8.0,1873.0,180.0,20.0,1095.0
05857a154a7c1e23,5295.0,1165.0,8.0,5138.0,942.0,562.0,413.0,9.0,2897.0,495.0,10.0,1046.0
0594c77d17933f54,2565.0,1728.0,10.0,41288.0,667.0,1195.0,377.0,5.0,1007.0,399.0,12.0,2298.0
05a1cb01cb3461bc,8592.0,11131.0,,4246.0,2418.0,11327.0,1007.0,18.0,2541.0,,,
05a33542538758a3,9515.0,2505.0,29.0,3432.0,1701.0,-1094.0,4126.0,31.0,9020.0,1916.0,49.0,13858.0
05ab712ff575fb6d,2151.0,4245.0,10.0,1776.0,621.0,384.0,810.0,12.0,1673.0,1314.0,20.0,1319.0
05ae032cac45b513,5671.0,1854.0,18.0,3490.0,1021.0,830.0,720.0,22.0,1569.0,723.0,35.0,4256.0
05c2c1945a019478,3283.0,1470.0,25.0,10985.0,964.0,10674.0,3003.0,23.0,22578.0,1098.0,44.0,3429.0
05c7140ebbd0d9f6,8735.0,6815.0,22.0,44093.0,1268.0,415.0,2552.0,21.0,16247.0,990.0,38.0,3380.0
